year,experiment,subplot,bg.species,competition.density,native.density,nonnative.density,other.density,total.density,natdens.s,nondens.s,othdens.s,nonnative.rel,year.f
2015,transect,transect_1A,NA,NA,9,17.777777778,0,26.777777778,0.696132763194618,-1.2507007005765,-0.3105798031650205,0.6639004149405485,2015
2015,transect,transect_1B,NA,NA,14,53.33333333,0,67.33333333,1.8199238792050423,-1.1431785618231207,-0.3105798031650205,0.792079207910499,2015
2015,transect,transect_1C,NA,NA,8,275,0,283,0.47137453999253315,-0.4728452279554084,-0.3105798031650205,0.9717314487632509,2015
2015,transect,transect_1D,NA,NA,3,526.66666667,0,529.66666667,-0.6524165760178913,0.2882099104945401,-0.3105798031650205,0.9943360604153912,2015
2015,transect,transect_1E,NA,NA,1,305.55555558,0,306.55555558,-1.1019330224220611,-0.38044338988106147,-0.3105798031650205,0.996737948532337,2015
2015,transect,transect_10A,NA,NA,0,81.66666667,43.33333333,125,-1.326691245624146,-1.0574968574752932,0.8005828252914531,0.65333333336,2015
2015,transect,transect_10B,NA,NA,0,194.4444444,4,198.4444444,-1.326691245624146,-0.7164500737272964,-0.20801094514576382,0.9798432250794722,2015
2015,transect,transect_10C,NA,NA,0,19.999999997,48,67.999999997,-1.326691245624146,-1.243980566913486,0.9202464930660599,0.2941176470276816,2015
2015,transect,transect_10D,NA,NA,0,163.33333333,65,228.33333333,-1.326691245624146,-0.810531945021589,1.3561641396479007,0.7153284671491289,2015
2015,transect,transect_10E,NA,NA,2,280.00000003,222,504.00000003,-0.8771747992199762,-0.4577249271009805,5.381991816903725,0.5555555555820106,2015
2015,transect,transect_2C,NA,NA,4,353.88888887,4,361.88888887,-0.4276583528158064,-0.23428048262961274,-0.20801094514576382,0.9778937672693405,2015
2015,transect,transect_2D,NA,NA,4,213.88888885999998,3,220.88888885999998,-0.4276583528158064,-0.6576489040436212,-0.23365315965057798,0.9683098591507849,2015
2015,transect,transect_2E,NA,NA,10,141.66666666999998,0,151.66666666999998,0.920890986396703,-0.8760532483108213,-0.3105798031650205,0.9340659340673831,2015
2015,transect,transect_3A,NA,NA,8,165.000000001,0,173.000000001,0.47137453999253315,-0.8054918447539161,-0.3105798031650205,0.9537572254337933,2015
2015,transect,transect_3B,NA,NA,4,1057.7777778,0,1061.7777778,-0.4276583528158064,1.894321858340875,-0.3105798031650205,0.9962327333613179,2015
