year,experiment,plot,subplot,bg.species,competition.density,host,grass.group,nonnative,mean.dam,leaf.i.1,leaf.i.2,leaf.i.3,leaf.i.4,leaf.i.5,leaf.i.6,leaf.s.1,leaf.s.2,leaf.s.3,leaf.s.4,leaf.s.5,leaf.s.6,leaves.dam,leaves.tot,prop.dam,native.density,nonnative.density,total.density,natdens.s,nondens.s,nonnative.rel,leaves.healthy
2016,competition,competition_4,competition_4,All,1,SP,"native
perennial",0,0.017333333333333333,1,1,1,NA,NA,NA,0.05,0.001,0.001,NA,NA,NA,3,3,1,5,366,371,-0.29464400943941493,0.23652237414564592,0.9865229110512129,0
2016,competition,competition_4,competition_4,All,1,SP,"native
perennial",0,0.08333333333333334,1,1,1,NA,NA,NA,0.1,0.1,0.05,NA,NA,NA,3,3,1,5,366,371,-0.29464400943941493,0.23652237414564592,0.9865229110512129,0
2016,competition,competition_5,competition_5,All,1,AB,"non-native
annual",1,0.006999999999999999,1,1,1,NA,NA,NA,0.01,0.01,0.001,NA,NA,NA,3,3,1,4.5,272,276.5,-0.30379114134750446,0.01504320740917089,0.9837251356238698,0
2016,competition,competition_5,competition_5,All,1,BD,"non-native
annual",1,3.333333333333333e-4,1,0,0,NA,NA,NA,0.001,0,0,NA,NA,NA,1,3,0.3333333333333333,4.5,272,276.5,-0.30379114134750446,0.01504320740917089,0.9837251356238698,2
2016,competition,competition_5,competition_5,All,1,BH,"non-native
annual",1,0.003333333333333333,0,0,1,NA,NA,NA,0,0,0.01,NA,NA,NA,1,3,0.3333333333333333,4.5,272,276.5,-0.30379114134750446,0.01504320740917089,0.9837251356238698,2
2016,competition,competition_5,competition_5,All,1,EG,"native
perennial",0,0.003666666666666667,0,1,1,NA,NA,NA,0,0.001,0.01,NA,NA,NA,2,3,0.6666666666666666,4.5,272,276.5,-0.30379114134750446,0.01504320740917089,0.9837251356238698,1
2016,competition,competition_5,competition_5,All,1,SP,"native
perennial",0,0.003666666666666667,0,1,1,NA,NA,NA,0,0.01,0.001,NA,NA,NA,2,3,0.6666666666666666,4.5,272,276.5,-0.30379114134750446,0.01504320740917089,0.9837251356238698,1
2016,competition,competition_5,competition_5,All,1,EG,"native
perennial",0,0.017333333333333333,1,1,1,NA,NA,NA,0.05,0.001,0.001,NA,NA,NA,3,3,1,4.5,272,276.5,-0.30379114134750446,0.01504320740917089,0.9837251356238698,0
2016,competition,competition_5,competition_5,All,1,SP,"native
perennial",0,0.06666666666666667,1,1,1,NA,NA,NA,0.05,0.05,0.1,NA,NA,NA,3,3,1,4.5,272,276.5,-0.30379114134750446,0.01504320740917089,0.9837251356238698,0
2016,competition,competition_8,competition_8,All,1,AB,"non-native
annual",1,0.001,1,1,1,NA,NA,NA,0.001,0.001,0.001,NA,NA,NA,3,3,1,7.5,423.5,431,-0.24890834989896715,0.37200165167061733,0.9825986078886311,0
2016,competition,competition_8,competition_8,All,1,BD,"non-native
annual",1,0.004,1,1,1,NA,NA,NA,0.01,0.001,0.001,NA,NA,NA,3,3,1,7.5,423.5,431,-0.24890834989896715,0.37200165167061733,0.9825986078886311,0
2016,competition,competition_8,competition_8,All,1,BH,"non-native
annual",1,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,3,0,7.5,423.5,431,-0.24890834989896715,0.37200165167061733,0.9825986078886311,3
2016,competition,competition_8,competition_8,All,1,EG,"native
perennial",0,3.333333333333333e-4,0,0,1,NA,NA,NA,0,0,0.001,NA,NA,NA,1,3,0.3333333333333333,7.5,423.5,431,-0.24890834989896715,0.37200165167061733,0.9825986078886311,2
2016,competition,competition_8,competition_8,All,1,SP,"native
perennial",0,0.003666666666666667,1,0,1,NA,NA,NA,0.01,0,0.001,NA,NA,NA,2,3,0.6666666666666666,7.5,423.5,431,-0.24890834989896715,0.37200165167061733,0.9825986078886311,1
2016,competition,competition_8,competition_8,All,1,EG,"native
perennial",0,0.006666666666666666,1,0,1,NA,NA,NA,0.01,0,0.01,NA,NA,NA,2,3,0.6666666666666666,7.5,423.5,431,-0.24890834989896715,0.37200165167061733,0.9825986078886311,1
2016,competition,competition_8,competition_8,All,1,SP,"native
perennial",0,0.13333333333333333,1,1,1,NA,NA,NA,0.1,0.25,0.05,NA,NA,NA,3,3,1,7.5,423.5,431,-0.24890834989896715,0.37200165167061733,0.9825986078886311,0
2016,competition,competition_11,competition_11,All,1,AB,"non-native
annual",1,0.004,1,1,1,NA,NA,NA,0.001,0.01,0.001,NA,NA,NA,3,3,1,3.5,196.33333333333331,199.83333333333331,-0.32208540516368356,-0.16323966794253067,0.9824854045037531,0
2016,competition,competition_11,competition_11,All,1,BD,"non-native
annual",1,0.017,1,0,1,NA,NA,NA,0.001,0,0.05,NA,NA,NA,2,3,0.6666666666666666,3.5,196.33333333333331,199.83333333333331,-0.32208540516368356,-0.16323966794253067,0.9824854045037531,1
2016,competition,competition_11,competition_11,All,1,BH,"non-native
annual",1,3.333333333333333e-4,0,1,0,NA,NA,NA,0,0.001,0,NA,NA,NA,1,3,0.3333333333333333,3.5,196.33333333333331,199.83333333333331,-0.32208540516368356,-0.16323966794253067,0.9824854045037531,2
2016,competition,competition_11,competition_11,All,1,EG,"native
perennial",0,0.004,1,1,1,NA,NA,NA,0.01,0.001,0.001,NA,NA,NA,3,3,1,3.5,196.33333333333331,199.83333333333331,-0.32208540516368356,-0.16323966794253067,0.9824854045037531,0
2016,competition,competition_11,competition_11,All,1,SP,"native
perennial",0,0.017,1,1,0,NA,NA,NA,0.05,0.001,0,NA,NA,NA,2,3,0.6666666666666666,3.5,196.33333333333331,199.83333333333331,-0.32208540516368356,-0.16323966794253067,0.9824854045037531,1
2016,competition,competition_11,competition_11,All,1,EG,"native
perennial",0,0.006666666666666666,1,0,1,NA,NA,NA,0.01,0,0.01,NA,NA,NA,2,3,0.6666666666666666,3.5,196.33333333333331,199.83333333333331,-0.32208540516368356,-0.16323966794253067,0.9824854045037531,1
2016,competition,competition_11,competition_11,All,1,SP,"native
perennial",0,0.13333333333333333,1,1,1,NA,NA,NA,0.25,0.05,0.1,NA,NA,NA,3,3,1,3.5,196.33333333333331,199.83333333333331,-0.32208540516368356,-0.16323966794253067,0.9824854045037531,0
2016,competition,competition_64,competition_64,AB seed,40,AB,"non-native
annual",1,0.006999999999999999,1,1,1,NA,NA,NA,0.01,0.001,0.01,NA,NA,NA,3,3,1,2,233.1111111111111,235.1111111111111,-0.34952680088795224,-0.07658528946762144,0.9914933837429112,0
2016,competition,competition_64,competition_64,AB seed,40,BH,"non-native
annual",1,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,1,0,2,233.1111111111111,235.1111111111111,-0.34952680088795224,-0.07658528946762144,0.9914933837429112,1
2016,competition,competition_64,competition_64,AB seed,40,SP,"native
perennial",0,0.0055000000000000005,1,1,NA,NA,NA,NA,0.01,0.001,NA,NA,NA,NA,2,2,1,2,233.1111111111111,235.1111111111111,-0.34952680088795224,-0.07658528946762144,0.9914933837429112,0
2016,competition,competition_64,competition_64,AB seed,40,EG,"native
perennial",0,0.003333333333333333,1,0,0,NA,NA,NA,0.01,0,0,NA,NA,NA,1,3,0.3333333333333333,2,233.1111111111111,235.1111111111111,-0.34952680088795224,-0.07658528946762144,0.9914933837429112,2
2016,competition,competition_64,competition_64,AB seed,40,SP,"native
perennial",0,0.023333333333333334,1,1,1,NA,NA,NA,0.05,0.01,0.01,NA,NA,NA,3,3,1,2,233.1111111111111,235.1111111111111,-0.34952680088795224,-0.07658528946762144,0.9914933837429112,0
2016,competition,competition_68,competition_68,BH seed,20,AB,"non-native
annual",1,5e-4,1,0,NA,NA,NA,NA,0.001,0,NA,NA,NA,NA,1,2,0.5,6,1354,1360,-0.27634974562323583,2.564409786226894,0.9955882352941177,1
2016,competition,competition_68,competition_68,BH seed,20,BD,"non-native
annual",1,0.001,1,NA,NA,NA,NA,NA,0.001,NA,NA,NA,NA,NA,1,1,1,6,1354,1360,-0.27634974562323583,2.564409786226894,0.9955882352941177,0
2016,competition,competition_68,competition_68,BH seed,20,BH,"non-native
annual",1,3.333333333333333e-4,1,0,0,NA,NA,NA,0.001,0,0,NA,NA,NA,1,3,0.3333333333333333,6,1354,1360,-0.27634974562323583,2.564409786226894,0.9955882352941177,2
2016,competition,competition_68,competition_68,BH seed,20,EG,"native
perennial",0,0.004,1,1,1,NA,NA,NA,0.01,0.001,0.001,NA,NA,NA,3,3,1,6,1354,1360,-0.27634974562323583,2.564409786226894,0.9955882352941177,0
2016,competition,competition_68,competition_68,BH seed,20,EG,"native
perennial",0,0.004,1,1,1,NA,NA,NA,0.001,0.01,0.001,NA,NA,NA,3,3,1,6,1354,1360,-0.27634974562323583,2.564409786226894,0.9955882352941177,0
2016,competition,competition_68,competition_68,BH seed,20,SP,"native
perennial",0,0.067,1,1,1,NA,NA,NA,0.1,0.1,0.001,NA,NA,NA,3,3,1,6,1354,1360,-0.27634974562323583,2.564409786226894,0.9955882352941177,0
2016,competition,competition_70,competition_70,EG seed,80,AB,"non-native
annual",1,0.003666666666666667,1,1,0,NA,NA,NA,0.01,0.001,0,NA,NA,NA,2,3,0.6666666666666666,35.3333333333333,150,185.33333333333331,0.2602819929846841,-0.27240847707859456,0.8093525179856116,1
2016,competition,competition_70,competition_70,EG seed,80,BH,"non-native
annual",1,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,2,0,35.3333333333333,150,185.33333333333331,0.2602819929846841,-0.27240847707859456,0.8093525179856116,2
2016,competition,competition_70,competition_70,EG seed,80,EG,"native
perennial",0,0.004,1,1,1,NA,NA,NA,0.01,0.001,0.001,NA,NA,NA,3,3,1,35.3333333333333,150,185.33333333333331,0.2602819929846841,-0.27240847707859456,0.8093525179856116,0
2016,competition,competition_70,competition_70,EG seed,80,SP,"native
perennial",0,0.017,0,1,1,NA,NA,NA,0,0.05,0.001,NA,NA,NA,2,3,0.6666666666666666,35.3333333333333,150,185.33333333333331,0.2602819929846841,-0.27240847707859456,0.8093525179856116,1
2016,competition,competition_70,competition_70,EG seed,80,EG,"native
perennial",0,0.006666666666666666,1,1,0,NA,NA,NA,0.01,0.01,0,NA,NA,NA,2,3,0.6666666666666666,35.3333333333333,150,185.33333333333331,0.2602819929846841,-0.27240847707859456,0.8093525179856116,1
2016,competition,competition_70,competition_70,EG seed,80,SP,"native
perennial",0,0.003666666666666667,1,1,0,NA,NA,NA,0.01,0.001,0,NA,NA,NA,2,3,0.6666666666666666,35.3333333333333,150,185.33333333333331,0.2602819929846841,-0.27240847707859456,0.8093525179856116,1
2016,competition,competition_72,competition_72,SP seed,40,AB,"non-native
annual",1,0.003666666666666667,0,1,1,NA,NA,NA,0,0.01,0.001,NA,NA,NA,2,3,0.6666666666666666,11,253,264,-0.18487842654234027,-0.029723858207776187,0.9583333333333334,1
2016,competition,competition_72,competition_72,SP seed,40,BD,"non-native
annual",1,0.001,1,1,NA,NA,NA,NA,0.001,0.001,NA,NA,NA,NA,2,2,1,11,253,264,-0.18487842654234027,-0.029723858207776187,0.9583333333333334,0
2016,competition,competition_72,competition_72,SP seed,40,BH,"non-native
annual",1,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,3,0,11,253,264,-0.18487842654234027,-0.029723858207776187,0.9583333333333334,3
2016,competition,competition_72,competition_72,SP seed,40,EG,"native
perennial",0,0.006666666666666666,1,1,0,NA,NA,NA,0.01,0.01,0,NA,NA,NA,2,3,0.6666666666666666,11,253,264,-0.18487842654234027,-0.029723858207776187,0.9583333333333334,1
2016,competition,competition_72,competition_72,SP seed,40,SP,"native
perennial",0,0.003333333333333333,1,0,0,NA,NA,NA,0.01,0,0,NA,NA,NA,1,3,0.3333333333333333,11,253,264,-0.18487842654234027,-0.029723858207776187,0.9583333333333334,2
2016,competition,competition_72,competition_72,SP seed,40,EG,"native
perennial",0,0.006999999999999999,1,1,1,NA,NA,NA,0.01,0.01,0.001,NA,NA,NA,3,3,1,11,253,264,-0.18487842654234027,-0.029723858207776187,0.9583333333333334,0
2016,competition,competition_72,competition_72,SP seed,40,SP,"native
perennial",0,0.006999999999999999,1,1,1,NA,NA,NA,0.001,0.01,0.01,NA,NA,NA,3,3,1,11,253,264,-0.18487842654234027,-0.029723858207776187,0.9583333333333334,0
2016,competition,competition_74,competition_74,EG seed,10,AB,"non-native
annual",1,3.333333333333333e-4,1,0,0,NA,NA,NA,0.001,0,0,NA,NA,NA,1,3,0.3333333333333333,2,158,160,-0.34952680088795224,-0.25355918629251156,0.9875,2
2016,competition,competition_74,competition_74,EG seed,10,BD,"non-native
annual",1,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,3,0,2,158,160,-0.34952680088795224,-0.25355918629251156,0.9875,3
2016,competition,competition_74,competition_74,EG seed,10,BH,"non-native
annual",1,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,3,0,2,158,160,-0.34952680088795224,-0.25355918629251156,0.9875,3
2016,competition,competition_74,competition_74,EG seed,10,EG,"native
perennial",0,0.003666666666666667,1,1,0,NA,NA,NA,0.01,0.001,0,NA,NA,NA,2,3,0.6666666666666666,2,158,160,-0.34952680088795224,-0.25355918629251156,0.9875,1
2016,competition,competition_74,competition_74,EG seed,10,EG,"native
perennial",0,0.18366666666666667,1,1,1,NA,NA,NA,0.05,0.5,0.001,NA,NA,NA,3,3,1,2,158,160,-0.34952680088795224,-0.25355918629251156,0.9875,0
2016,competition,competition_74,competition_74,EG seed,10,SP,"native
perennial",0,0.023333333333333334,1,1,1,NA,NA,NA,0.05,0.01,0.01,NA,NA,NA,3,3,1,2,158,160,-0.34952680088795224,-0.25355918629251156,0.9875,0
2016,competition,competition_80,competition_80,BH seed,10,AB,"non-native
annual",1,0.003666666666666667,1,1,0,NA,NA,NA,0.01,0.001,0,NA,NA,NA,2,3,0.6666666666666666,5,527.7777777777777,532.7777777777777,-0.29464400943941493,0.6176969211531016,0.9906152241918665,1
2016,competition,competition_80,competition_80,BH seed,10,BH,"non-native
annual",1,0.001,1,1,NA,NA,NA,NA,0.001,0.001,NA,NA,NA,NA,2,2,1,5,527.7777777777777,532.7777777777777,-0.29464400943941493,0.6176969211531016,0.9906152241918665,0
2016,competition,competition_80,competition_80,BH seed,10,EG,"native
perennial",0,0.003666666666666667,1,0,1,NA,NA,NA,0.01,0,0.001,NA,NA,NA,2,3,0.6666666666666666,5,527.7777777777777,532.7777777777777,-0.29464400943941493,0.6176969211531016,0.9906152241918665,1
2016,competition,competition_80,competition_80,BH seed,10,SP,"native
perennial",0,0.004,1,1,1,NA,NA,NA,0.01,0.001,0.001,NA,NA,NA,3,3,1,5,527.7777777777777,532.7777777777777,-0.29464400943941493,0.6176969211531016,0.9906152241918665,0
2016,competition,competition_80,competition_80,BH seed,10,EG,"native
perennial",0,0.001,1,1,1,NA,NA,NA,0.001,0.001,0.001,NA,NA,NA,3,3,1,5,527.7777777777777,532.7777777777777,-0.29464400943941493,0.6176969211531016,0.9906152241918665,0
2016,competition,competition_80,competition_80,BH seed,10,SP,"native
perennial",0,0.03666666666666667,1,1,1,NA,NA,NA,0.05,0.05,0.01,NA,NA,NA,3,3,1,5,527.7777777777777,532.7777777777777,-0.29464400943941493,0.6176969211531016,0.9906152241918665,0
2016,competition,competition_81,competition_81,BH seed,100,AB,"non-native
annual",1,5e-4,0,1,NA,NA,NA,NA,0,0.001,NA,NA,NA,NA,1,2,0.5,5,1022.2222222222222,1027.2222222222222,-0.29464400943941493,1.7826878100151746,0.9951325040562466,1
2016,competition,competition_81,competition_81,BH seed,100,BH,"non-native
annual",1,0.001,1,NA,NA,NA,NA,NA,0.001,NA,NA,NA,NA,NA,1,1,1,5,1022.2222222222222,1027.2222222222222,-0.29464400943941493,1.7826878100151746,0.9951325040562466,0
2016,competition,competition_81,competition_81,BH seed,100,EG,"native
perennial",0,6.666666666666666e-4,1,1,0,NA,NA,NA,0.001,0.001,0,NA,NA,NA,2,3,0.6666666666666666,5,1022.2222222222222,1027.2222222222222,-0.29464400943941493,1.7826878100151746,0.9951325040562466,1
2016,competition,competition_81,competition_81,BH seed,100,SP,"native
perennial",0,6.666666666666666e-4,1,1,0,NA,NA,NA,0.001,0.001,0,NA,NA,NA,2,3,0.6666666666666666,5,1022.2222222222222,1027.2222222222222,-0.29464400943941493,1.7826878100151746,0.9951325040562466,1
2016,competition,competition_81,competition_81,BH seed,100,EG,"native
perennial",0,6.666666666666666e-4,1,1,0,NA,NA,NA,0.001,0.001,0,NA,NA,NA,2,3,0.6666666666666666,5,1022.2222222222222,1027.2222222222222,-0.29464400943941493,1.7826878100151746,0.9951325040562466,1
2016,competition,competition_81,competition_81,BH seed,100,SP,"native
perennial",0,0.05333333333333333,1,1,1,NA,NA,NA,0.05,0.1,0.01,NA,NA,NA,3,3,1,5,1022.2222222222222,1027.2222222222222,-0.29464400943941493,1.7826878100151746,0.9951325040562466,0
2016,competition,competition_82,competition_82,AB seed,100,AB,"non-native
annual",1,0.006999999999999999,1,1,1,NA,NA,NA,0.01,0.001,0.01,NA,NA,NA,3,3,1,5,215,220,-0.29464400943941493,-0.11925798944167035,0.9772727272727273,0
2016,competition,competition_82,competition_82,AB seed,100,BH,"non-native
annual",1,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,3,0,5,215,220,-0.29464400943941493,-0.11925798944167035,0.9772727272727273,3
2016,competition,competition_82,competition_82,AB seed,100,EG,"native
perennial",0,6.666666666666666e-4,1,0,1,NA,NA,NA,0.001,0,0.001,NA,NA,NA,2,3,0.6666666666666666,5,215,220,-0.29464400943941493,-0.11925798944167035,0.9772727272727273,1
2016,competition,competition_82,competition_82,AB seed,100,EG,"native
perennial",0,0.006666666666666666,1,1,0,NA,NA,NA,0.01,0.01,0,NA,NA,NA,2,3,0.6666666666666666,5,215,220,-0.29464400943941493,-0.11925798944167035,0.9772727272727273,1
2016,competition,competition_82,competition_82,AB seed,100,SP,"native
perennial",0,0.033666666666666664,1,1,1,NA,NA,NA,0.05,0.05,0.001,NA,NA,NA,3,3,1,5,215,220,-0.29464400943941493,-0.11925798944167035,0.9772727272727273,0
2016,competition,competition_84,competition_84,EG adult,8,AB,"non-native
annual",1,0.006666666666666666,1,1,0,NA,NA,NA,0.01,0.01,0,NA,NA,NA,2,3,0.6666666666666666,11,183.5555555555556,194.5555555555556,-0.18487842654234027,-0.19334617405919086,0.9434608794974301,1
2016,competition,competition_84,competition_84,EG adult,8,BD,"non-native
annual",1,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,2,0,11,183.5555555555556,194.5555555555556,-0.18487842654234027,-0.19334617405919086,0.9434608794974301,2
2016,competition,competition_84,competition_84,EG adult,8,BH,"non-native
annual",1,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,2,0,11,183.5555555555556,194.5555555555556,-0.18487842654234027,-0.19334617405919086,0.9434608794974301,2
2016,competition,competition_84,competition_84,EG adult,8,EG,"native
perennial",0,0.003333333333333333,1,0,0,NA,NA,NA,0.01,0,0,NA,NA,NA,1,3,0.3333333333333333,11,183.5555555555556,194.5555555555556,-0.18487842654234027,-0.19334617405919086,0.9434608794974301,2
2016,competition,competition_84,competition_84,EG adult,8,SP,"native
perennial",0,0.006999999999999999,1,1,1,NA,NA,NA,0.01,0.01,0.001,NA,NA,NA,3,3,1,11,183.5555555555556,194.5555555555556,-0.18487842654234027,-0.19334617405919086,0.9434608794974301,0
2016,competition,competition_84,competition_84,EG adult,8,EG,"native
perennial",0,0.001,1,1,1,NA,NA,NA,0.001,0.001,0.001,NA,NA,NA,3,3,1,11,183.5555555555556,194.5555555555556,-0.18487842654234027,-0.19334617405919086,0.9434608794974301,0
2016,competition,competition_84,competition_84,EG adult,8,SP,"native
perennial",0,0.017,1,1,0,NA,NA,NA,0.001,0.05,0,NA,NA,NA,2,3,0.6666666666666666,11,183.5555555555556,194.5555555555556,-0.18487842654234027,-0.19334617405919086,0.9434608794974301,1
2016,competition,competition_85,competition_85,EG adult,4,AB,"non-native
annual",1,0.003333333333333333,1,0,0,NA,NA,NA,0.01,0,0,NA,NA,NA,1,3,0.3333333333333333,17,93.8888888888889,110.8888888888889,-0.07511284364526562,-0.40461530828653763,0.8466933867735471,2
2016,competition,competition_85,competition_85,EG adult,4,BH,"non-native
annual",1,5e-4,1,0,NA,NA,NA,NA,0.001,0,NA,NA,NA,NA,1,2,0.5,17,93.8888888888889,110.8888888888889,-0.07511284364526562,-0.40461530828653763,0.8466933867735471,1
2016,competition,competition_85,competition_85,EG adult,4,EG,"native
perennial",0,3.333333333333333e-4,1,0,0,NA,NA,NA,0.001,0,0,NA,NA,NA,1,3,0.3333333333333333,17,93.8888888888889,110.8888888888889,-0.07511284364526562,-0.40461530828653763,0.8466933867735471,2
2016,competition,competition_85,competition_85,EG adult,4,SP,"native
perennial",0,3.333333333333333e-4,0,0,1,NA,NA,NA,0,0,0.001,NA,NA,NA,1,3,0.3333333333333333,17,93.8888888888889,110.8888888888889,-0.07511284364526562,-0.40461530828653763,0.8466933867735471,2
2016,competition,competition_85,competition_85,EG adult,4,EG,"native
perennial",0,0.003333333333333333,1,0,0,NA,NA,NA,0.01,0,0,NA,NA,NA,1,3,0.3333333333333333,17,93.8888888888889,110.8888888888889,-0.07511284364526562,-0.40461530828653763,0.8466933867735471,2
2016,competition,competition_85,competition_85,EG adult,4,SP,"native
perennial",0,0.023333333333333334,1,1,1,NA,NA,NA,0.01,0.05,0.01,NA,NA,NA,3,3,1,17,93.8888888888889,110.8888888888889,-0.07511284364526562,-0.40461530828653763,0.8466933867735471,0
2016,competition,competition_86,competition_86,SP seed,10,AB,"non-native
annual",1,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,3,0,10,95,105,-0.20317269035851937,-0.4019973512329151,0.9047619047619048,3
2016,competition,competition_86,competition_86,SP seed,10,BD,"non-native
annual",1,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,1,0,10,95,105,-0.20317269035851937,-0.4019973512329151,0.9047619047619048,1
2016,competition,competition_86,competition_86,SP seed,10,BH,"non-native
annual",1,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,3,0,10,95,105,-0.20317269035851937,-0.4019973512329151,0.9047619047619048,3
2016,competition,competition_86,competition_86,SP seed,10,EG,"native
perennial",0,3.333333333333333e-4,1,0,0,NA,NA,NA,0.001,0,0,NA,NA,NA,1,3,0.3333333333333333,10,95,105,-0.20317269035851937,-0.4019973512329151,0.9047619047619048,2
2016,competition,competition_86,competition_86,SP seed,10,SP,"native
perennial",0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,3,0,10,95,105,-0.20317269035851937,-0.4019973512329151,0.9047619047619048,3
2016,competition,competition_86,competition_86,SP seed,10,EG,"native
perennial",0,6.666666666666666e-4,1,0,1,NA,NA,NA,0.001,0,0.001,NA,NA,NA,2,3,0.6666666666666666,10,95,105,-0.20317269035851937,-0.4019973512329151,0.9047619047619048,1
2016,competition,competition_86,competition_86,SP seed,10,SP,"native
perennial",0,0.003333333333333333,1,0,0,NA,NA,NA,0.01,0,0,NA,NA,NA,1,3,0.3333333333333333,10,95,105,-0.20317269035851937,-0.4019973512329151,0.9047619047619048,2
2016,competition,competition_43,competition_43,SP adult,6,AB,"non-native
annual",1,0.003666666666666667,1,0,1,NA,NA,NA,0.01,0,0.001,NA,NA,NA,2,3,0.6666666666666666,11,102,113,-0.18487842654234027,-0.38550422179509247,0.9026548672566371,1
2016,competition,competition_43,competition_43,SP adult,6,BD,"non-native
annual",1,3.333333333333333e-4,1,0,0,NA,NA,NA,0.001,0,0,NA,NA,NA,1,3,0.3333333333333333,11,102,113,-0.18487842654234027,-0.38550422179509247,0.9026548672566371,2
2016,competition,competition_43,competition_43,SP adult,6,BH,"non-native
annual",1,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,3,0,11,102,113,-0.18487842654234027,-0.38550422179509247,0.9026548672566371,3
2016,competition,competition_43,competition_43,SP adult,6,EG,"native
perennial",0,0.006999999999999999,1,1,1,NA,NA,NA,0.01,0.01,0.001,NA,NA,NA,3,3,1,11,102,113,-0.18487842654234027,-0.38550422179509247,0.9026548672566371,0
2016,competition,competition_43,competition_43,SP adult,6,SP,"native
perennial",0,0.01,1,1,1,NA,NA,NA,0.01,0.01,0.01,NA,NA,NA,3,3,1,11,102,113,-0.18487842654234027,-0.38550422179509247,0.9026548672566371,0
2016,competition,competition_43,competition_43,SP adult,6,SP,"native
perennial",0,3.333333333333333e-4,0,0,1,NA,NA,NA,0,0,0.001,NA,NA,NA,1,3,0.3333333333333333,11,102,113,-0.18487842654234027,-0.38550422179509247,0.9026548672566371,2
