year,experiment,plot,subplot,host,plant,leaf,infected,native.density,nonnative.density,other.density,nonnative,origin,total.density,natdens.s,nondens.s,othdens.s,nonnative.rel
2015,transect,transect_1,transect_1A,AB,1,leaf1f,0,9,17.777777778,0,1,non-native,26.777777778,0.4047716100679277,-1.189786845096854,-0.17378249294603257,0.6639004149405485
2015,transect,transect_1,transect_1A,AB,2,leaf1f,0,9,17.777777778,0,1,non-native,26.777777778,0.4047716100679277,-1.189786845096854,-0.17378249294603257,0.6639004149405485
2015,transect,transect_1,transect_1A,AB,3,leaf1f,1,9,17.777777778,0,1,non-native,26.777777778,0.4047716100679277,-1.189786845096854,-0.17378249294603257,0.6639004149405485
2015,transect,transect_1,transect_1A,BH,4,leaf1f,0,9,17.777777778,0,1,non-native,26.777777778,0.4047716100679277,-1.189786845096854,-0.17378249294603257,0.6639004149405485
2015,transect,transect_1,transect_1A,SP,5,leaf1f,1,9,17.777777778,0,0,native,26.777777778,0.4047716100679277,-1.189786845096854,-0.17378249294603257,0.6639004149405485
2015,transect,transect_1,transect_1A,SP,6,leaf1f,1,9,17.777777778,0,0,native,26.777777778,0.4047716100679277,-1.189786845096854,-0.17378249294603257,0.6639004149405485
2015,transect,transect_1,transect_1A,SP,7,leaf1f,1,9,17.777777778,0,0,native,26.777777778,0.4047716100679277,-1.189786845096854,-0.17378249294603257,0.6639004149405485
2015,transect,transect_1,transect_1C,AB,8,leaf1f,1,8,275,0,1,non-native,283,0.1792729312526327,-0.37124665515965505,-0.17378249294603257,0.9717314487632509
2015,transect,transect_1,transect_1C,AB,9,leaf1f,0,8,275,0,1,non-native,283,0.1792729312526327,-0.37124665515965505,-0.17378249294603257,0.9717314487632509
2015,transect,transect_1,transect_1C,AB,10,leaf1f,0,8,275,0,1,non-native,283,0.1792729312526327,-0.37124665515965505,-0.17378249294603257,0.9717314487632509
2015,transect,transect_1,transect_1C,BH,11,leaf1f,1,8,275,0,1,non-native,283,0.1792729312526327,-0.37124665515965505,-0.17378249294603257,0.9717314487632509
2015,transect,transect_1,transect_1C,SP,12,leaf1f,1,8,275,0,0,native,283,0.1792729312526327,-0.37124665515965505,-0.17378249294603257,0.9717314487632509
2015,transect,transect_1,transect_1C,SP,13,leaf1f,1,8,275,0,0,native,283,0.1792729312526327,-0.37124665515965505,-0.17378249294603257,0.9717314487632509
2015,transect,transect_1,transect_1C,SP,14,leaf1f,1,8,275,0,0,native,283,0.1792729312526327,-0.37124665515965505,-0.17378249294603257,0.9717314487632509
2015,transect,transect_1,transect_1E,AB,15,leaf1f,1,1,305.55555558,0,1,non-native,306.55555558,-1.3992178204544325,-0.2740118593009065,-0.17378249294603257,0.996737948532337
2015,transect,transect_1,transect_1E,SP,16,leaf1f,1,1,305.55555558,0,0,native,306.55555558,-1.3992178204544325,-0.2740118593009065,-0.17378249294603257,0.996737948532337
2015,transect,transect_1,transect_1E,SP,17,leaf1f,1,1,305.55555558,0,0,native,306.55555558,-1.3992178204544325,-0.2740118593009065,-0.17378249294603257,0.996737948532337
2015,transect,transect_2,transect_2C,AB,21,leaf1f,0,4,353.88888887,4,1,non-native,361.88888887,-0.7227217840085475,-0.12020409156710138,-0.033984948409107846,0.9778937672693405
