year,experiment,plot,subplot,bg.species,competition.density,host,mean.dam,leaves.dam,leaves.tot,prop.dam,native.density,nonnative.density,nonnative,origin,total.density,natdens.s,nondens.s
2016,competition,competition_5,competition_5,All,1,SP,0.003666666666666667,2,3,0.6666666666666666,4.5,277,0,native,281.5,-0.30379114134750446,-0.016618709469864816
2016,competition,competition_5,competition_5,All,1,EG,0.017333333333333333,3,3,1,4.5,277,0,native,281.5,-0.30379114134750446,-0.016618709469864816
2016,competition,competition_5,competition_5,All,1,SP,0.06666666666666667,3,3,1,4.5,277,0,native,281.5,-0.30379114134750446,-0.016618709469864816
2016,competition,competition_8,competition_8,All,1,AB,0.001,3,3,1,7.5,430,1,non-native,437.5,-0.24890834989896715,0.34184849747360324
2016,competition,competition_8,competition_8,All,1,BD,0.004,3,3,1,7.5,430,1,non-native,437.5,-0.24890834989896715,0.34184849747360324
2016,competition,competition_8,competition_8,All,1,EG,3.333333333333333e-4,1,3,0.3333333333333333,7.5,430,0,native,437.5,-0.24890834989896715,0.34184849747360324
2016,competition,competition_8,competition_8,All,1,SP,0.003666666666666667,2,3,0.6666666666666666,7.5,430,0,native,437.5,-0.24890834989896715,0.34184849747360324
2016,competition,competition_8,competition_8,All,1,EG,0.006666666666666666,2,3,0.6666666666666666,7.5,430,0,native,437.5,-0.24890834989896715,0.34184849747360324
2016,competition,competition_8,competition_8,All,1,SP,0.13333333333333333,3,3,1,7.5,430,0,native,437.5,-0.24890834989896715,0.34184849747360324
2016,competition,competition_11,competition_11,All,1,AB,0.004,3,3,1,3.5,236.33333333333331,1,non-native,239.83333333333331,-0.32208540516368356,-0.11189757493196313
2016,competition,competition_11,competition_11,All,1,BD,0.017,2,3,0.6666666666666666,3.5,236.33333333333331,1,non-native,239.83333333333331,-0.32208540516368356,-0.11189757493196313
2016,competition,competition_11,competition_11,All,1,BH,3.333333333333333e-4,1,3,0.3333333333333333,3.5,236.33333333333331,1,non-native,239.83333333333331,-0.32208540516368356,-0.11189757493196313
2016,competition,competition_11,competition_11,All,1,EG,0.004,3,3,1,3.5,236.33333333333331,0,native,239.83333333333331,-0.32208540516368356,-0.11189757493196313
2016,competition,competition_11,competition_11,All,1,SP,0.017,2,3,0.6666666666666666,3.5,236.33333333333331,0,native,239.83333333333331,-0.32208540516368356,-0.11189757493196313
2016,competition,competition_11,competition_11,All,1,EG,0.006666666666666666,2,3,0.6666666666666666,3.5,236.33333333333331,0,native,239.83333333333331,-0.32208540516368356,-0.11189757493196313
2016,competition,competition_11,competition_11,All,1,SP,0.13333333333333333,3,3,1,3.5,236.33333333333331,0,native,239.83333333333331,-0.32208540516368356,-0.11189757493196313
2016,competition,competition_64,competition_64,AB seed,40,AB,0.006999999999999999,3,3,1,2,264.2222222222222,1,non-native,266.2222222222222,-0.34952680088795224,-0.04655605790740947
2016,competition,competition_64,competition_64,AB seed,40,SP,0.0055000000000000005,2,2,1,2,264.2222222222222,0,native,266.2222222222222,-0.34952680088795224,-0.04655605790740947
2016,competition,competition_64,competition_64,AB seed,40,EG,0.003333333333333333,1,3,0.3333333333333333,2,264.2222222222222,0,native,266.2222222222222,-0.34952680088795224,-0.04655605790740947
2016,competition,competition_64,competition_64,AB seed,40,SP,0.023333333333333334,3,3,1,2,264.2222222222222,0,native,266.2222222222222,-0.34952680088795224,-0.04655605790740947
2016,competition,competition_68,competition_68,BH seed,20,AB,5e-4,1,2,0.5,6,1367,1,non-native,1373,-0.27634974562323583,2.537167274637195
2016,competition,competition_68,competition_68,BH seed,20,BD,0.001,1,1,1,6,1367,1,non-native,1373,-0.27634974562323583,2.537167274637195
2016,competition,competition_68,competition_68,BH seed,20,BH,3.333333333333333e-4,1,3,0.3333333333333333,6,1367,1,non-native,1373,-0.27634974562323583,2.537167274637195
2016,competition,competition_68,competition_68,BH seed,20,EG,0.004,3,3,1,6,1367,0,native,1373,-0.27634974562323583,2.537167274637195
2016,competition,competition_68,competition_68,BH seed,20,EG,0.004,3,3,1,6,1367,0,native,1373,-0.27634974562323583,2.537167274637195
2016,competition,competition_68,competition_68,BH seed,20,SP,0.067,3,3,1,6,1367,0,native,1373,-0.27634974562323583,2.537167274637195
2016,competition,competition_70,competition_70,EG seed,80,AB,0.003666666666666667,2,3,0.6666666666666666,35.3333333333333,159,1,non-native,194.33333333333331,0.2602819929846841,-0.2930836141713631
2016,competition,competition_70,competition_70,EG seed,80,EG,0.004,3,3,1,35.3333333333333,159,0,native,194.33333333333331,0.2602819929846841,-0.2930836141713631
2016,competition,competition_70,competition_70,EG seed,80,SP,0.017,2,3,0.6666666666666666,35.3333333333333,159,0,native,194.33333333333331,0.2602819929846841,-0.2930836141713631
2016,competition,competition_70,competition_70,EG seed,80,EG,0.006666666666666666,2,3,0.6666666666666666,35.3333333333333,159,0,native,194.33333333333331,0.2602819929846841,-0.2930836141713631
2016,competition,competition_70,competition_70,EG seed,80,SP,0.003666666666666667,2,3,0.6666666666666666,35.3333333333333,159,0,native,194.33333333333331,0.2602819929846841,-0.2930836141713631
2016,competition,competition_72,competition_72,SP seed,40,AB,0.003666666666666667,2,3,0.6666666666666666,11,261,1,non-native,272,-0.18487842654234027,-0.05410547620905102
2016,competition,competition_72,competition_72,SP seed,40,BD,0.001,2,2,1,11,261,1,non-native,272,-0.18487842654234027,-0.05410547620905102
2016,competition,competition_72,competition_72,SP seed,40,EG,0.006666666666666666,2,3,0.6666666666666666,11,261,0,native,272,-0.18487842654234027,-0.05410547620905102
2016,competition,competition_72,competition_72,SP seed,40,SP,0.003333333333333333,1,3,0.3333333333333333,11,261,0,native,272,-0.18487842654234027,-0.05410547620905102
2016,competition,competition_72,competition_72,SP seed,40,EG,0.006999999999999999,3,3,1,11,261,0,native,272,-0.18487842654234027,-0.05410547620905102
2016,competition,competition_72,competition_72,SP seed,40,SP,0.006999999999999999,3,3,1,11,261,0,native,272,-0.18487842654234027,-0.05410547620905102
2016,competition,competition_74,competition_74,EG seed,10,AB,3.333333333333333e-4,1,3,0.3333333333333333,2,175,1,non-native,177,-0.34952680088795224,-0.25559684743217687
2016,competition,competition_74,competition_74,EG seed,10,EG,0.003666666666666667,2,3,0.6666666666666666,2,175,0,native,177,-0.34952680088795224,-0.25559684743217687
2016,competition,competition_74,competition_74,EG seed,10,EG,0.18366666666666667,3,3,1,2,175,0,native,177,-0.34952680088795224,-0.25559684743217687
2016,competition,competition_74,competition_74,EG seed,10,SP,0.023333333333333334,3,3,1,2,175,0,native,177,-0.34952680088795224,-0.25559684743217687
2016,competition,competition_80,competition_80,BH seed,10,AB,0.003666666666666667,2,3,0.6666666666666666,5,534.4444444444445,1,non-native,539.4444444444445,-0.29464400943941493,0.5865537803544021
2016,competition,competition_80,competition_80,BH seed,10,BH,0.001,2,2,1,5,534.4444444444445,1,non-native,539.4444444444445,-0.29464400943941493,0.5865537803544021
2016,competition,competition_80,competition_80,BH seed,10,EG,0.003666666666666667,2,3,0.6666666666666666,5,534.4444444444445,0,native,539.4444444444445,-0.29464400943941493,0.5865537803544021
2016,competition,competition_80,competition_80,BH seed,10,SP,0.004,3,3,1,5,534.4444444444445,0,native,539.4444444444445,-0.29464400943941493,0.5865537803544021
2016,competition,competition_80,competition_80,BH seed,10,EG,0.001,3,3,1,5,534.4444444444445,0,native,539.4444444444445,-0.29464400943941493,0.5865537803544021
2016,competition,competition_80,competition_80,BH seed,10,SP,0.03666666666666667,3,3,1,5,534.4444444444445,0,native,539.4444444444445,-0.29464400943941493,0.5865537803544021
2016,competition,competition_81,competition_81,BH seed,100,AB,5e-4,1,2,0.5,5,1061.111111111111,1,non-native,1066.111111111111,-0.29464400943941493,1.8204931855192812
2016,competition,competition_81,competition_81,BH seed,100,BH,0.001,1,1,1,5,1061.111111111111,1,non-native,1066.111111111111,-0.29464400943941493,1.8204931855192812
2016,competition,competition_81,competition_81,BH seed,100,EG,6.666666666666666e-4,2,3,0.6666666666666666,5,1061.111111111111,0,native,1066.111111111111,-0.29464400943941493,1.8204931855192812
2016,competition,competition_81,competition_81,BH seed,100,SP,6.666666666666666e-4,2,3,0.6666666666666666,5,1061.111111111111,0,native,1066.111111111111,-0.29464400943941493,1.8204931855192812
2016,competition,competition_81,competition_81,BH seed,100,EG,6.666666666666666e-4,2,3,0.6666666666666666,5,1061.111111111111,0,native,1066.111111111111,-0.29464400943941493,1.8204931855192812
2016,competition,competition_81,competition_81,BH seed,100,SP,0.05333333333333333,3,3,1,5,1061.111111111111,0,native,1066.111111111111,-0.29464400943941493,1.8204931855192812
2016,competition,competition_82,competition_82,AB seed,100,AB,0.006999999999999999,3,3,1,5,265,1,non-native,270,-0.29464400943941493,-0.04473378452425447
2016,competition,competition_82,competition_82,AB seed,100,EG,6.666666666666666e-4,2,3,0.6666666666666666,5,265,0,native,270,-0.29464400943941493,-0.04473378452425447
2016,competition,competition_82,competition_82,AB seed,100,EG,0.006666666666666666,2,3,0.6666666666666666,5,265,0,native,270,-0.29464400943941493,-0.04473378452425447
2016,competition,competition_82,competition_82,AB seed,100,SP,0.033666666666666664,3,3,1,5,265,0,native,270,-0.29464400943941493,-0.04473378452425447
2016,competition,competition_84,competition_84,EG adult,8,AB,0.006666666666666666,2,3,0.6666666666666666,11,203.5555555555556,1,non-native,214.5555555555556,-0.18487842654234027,-0.18869338179349027
2016,competition,competition_84,competition_84,EG adult,8,EG,0.003333333333333333,1,3,0.3333333333333333,11,203.5555555555556,0,native,214.5555555555556,-0.18487842654234027,-0.18869338179349027
2016,competition,competition_84,competition_84,EG adult,8,SP,0.006999999999999999,3,3,1,11,203.5555555555556,0,native,214.5555555555556,-0.18487842654234027,-0.18869338179349027
2016,competition,competition_84,competition_84,EG adult,8,EG,0.001,3,3,1,11,203.5555555555556,0,native,214.5555555555556,-0.18487842654234027,-0.18869338179349027
2016,competition,competition_84,competition_84,EG adult,8,SP,0.017,2,3,0.6666666666666666,11,203.5555555555556,0,native,214.5555555555556,-0.18487842654234027,-0.18869338179349027
2016,competition,competition_85,competition_85,EG adult,4,AB,0.003333333333333333,1,3,0.3333333333333333,17,109.8888888888889,1,non-native,126.8888888888889,-0.07511284364526562,-0.4081471620791429
2016,competition,competition_85,competition_85,EG adult,4,BH,5e-4,1,2,0.5,17,109.8888888888889,1,non-native,126.8888888888889,-0.07511284364526562,-0.4081471620791429
2016,competition,competition_85,competition_85,EG adult,4,EG,3.333333333333333e-4,1,3,0.3333333333333333,17,109.8888888888889,0,native,126.8888888888889,-0.07511284364526562,-0.4081471620791429
2016,competition,competition_85,competition_85,EG adult,4,SP,3.333333333333333e-4,1,3,0.3333333333333333,17,109.8888888888889,0,native,126.8888888888889,-0.07511284364526562,-0.4081471620791429
2016,competition,competition_85,competition_85,EG adult,4,EG,0.003333333333333333,1,3,0.3333333333333333,17,109.8888888888889,0,native,126.8888888888889,-0.07511284364526562,-0.4081471620791429
2016,competition,competition_85,competition_85,EG adult,4,SP,0.023333333333333334,3,3,1,17,109.8888888888889,0,native,126.8888888888889,-0.07511284364526562,-0.4081471620791429
2016,competition,competition_86,competition_86,SP seed,10,EG,3.333333333333333e-4,1,3,0.3333333333333333,10,109,0,native,119,-0.20317269035851937,-0.41022976023131996
2016,competition,competition_86,competition_86,SP seed,10,EG,6.666666666666666e-4,2,3,0.6666666666666666,10,109,0,native,119,-0.20317269035851937,-0.41022976023131996
2016,competition,competition_86,competition_86,SP seed,10,SP,0.003333333333333333,1,3,0.3333333333333333,10,109,0,native,119,-0.20317269035851937,-0.41022976023131996
2016,competition,competition_43,competition_43,SP adult,6,AB,0.003666666666666667,2,3,0.6666666666666666,11,112,1,non-native,123,-0.18487842654234027,-0.40320099146772254
2016,competition,competition_43,competition_43,SP adult,6,BD,3.333333333333333e-4,1,3,0.3333333333333333,11,112,1,non-native,123,-0.18487842654234027,-0.40320099146772254
2016,competition,competition_43,competition_43,SP adult,6,EG,0.006999999999999999,3,3,1,11,112,0,native,123,-0.18487842654234027,-0.40320099146772254
2016,competition,competition_43,competition_43,SP adult,6,SP,0.01,3,3,1,11,112,0,native,123,-0.18487842654234027,-0.40320099146772254
2016,competition,competition_43,competition_43,SP adult,6,SP,3.333333333333333e-4,1,3,0.3333333333333333,11,112,0,native,123,-0.18487842654234027,-0.40320099146772254
2016,competition,competition_88,competition_88,EG seed,40,AB,6.666666666666666e-4,2,3,0.6666666666666666,248,61,1,non-native,309,4.150862097892109,-0.5226900604488786
2016,competition,competition_88,competition_88,EG seed,40,BD,6.666666666666666e-4,2,3,0.6666666666666666,248,61,1,non-native,309,4.150862097892109,-0.5226900604488786
2016,competition,competition_88,competition_88,EG seed,40,BH,3.333333333333333e-4,1,3,0.3333333333333333,248,61,1,non-native,309,4.150862097892109,-0.5226900604488786
2016,competition,competition_88,competition_88,EG seed,40,EG,0.003666666666666667,2,3,0.6666666666666666,248,61,0,native,309,4.150862097892109,-0.5226900604488786
2016,competition,competition_88,competition_88,EG seed,40,SP,0.001,3,3,1,248,61,0,native,309,4.150862097892109,-0.5226900604488786
2016,competition,competition_88,competition_88,EG seed,40,SP,0.05,3,3,1,248,61,0,native,309,4.150862097892109,-0.5226900604488786
2016,competition,competition_94,competition_94,SP seed,100,AB,0.003666666666666667,2,3,0.6666666666666666,16,186.4444444444444,1,non-native,202.4444444444444,-0.09340710746144473,-0.22878339622289795
2016,competition,competition_94,competition_94,SP seed,100,BD,5e-4,1,2,0.5,16,186.4444444444444,1,non-native,202.4444444444444,-0.09340710746144473,-0.22878339622289795
2016,competition,competition_94,competition_94,SP seed,100,EG,0.004,3,3,1,16,186.4444444444444,0,native,202.4444444444444,-0.09340710746144473,-0.22878339622289795
2016,competition,competition_94,competition_94,SP seed,100,SP,0.020333333333333332,3,3,1,16,186.4444444444444,0,native,202.4444444444444,-0.09340710746144473,-0.22878339622289795
2016,competition,competition_98,competition_98,AB seed,20,AB,0.006666666666666666,2,3,0.6666666666666666,4,131.4444444444444,1,non-native,135.4444444444444,-0.31293827325559403,-0.35764415688885054
2016,competition,competition_98,competition_98,AB seed,20,EG,0.006999999999999999,3,3,1,4,131.4444444444444,0,native,135.4444444444444,-0.31293827325559403,-0.35764415688885054
2016,competition,competition_98,competition_98,AB seed,20,SP,0.005,1,2,0.5,4,131.4444444444444,0,native,135.4444444444444,-0.31293827325559403,-0.35764415688885054
2016,competition,competition_98,competition_98,AB seed,20,EG,0.01,3,3,1,4,131.4444444444444,0,native,135.4444444444444,-0.31293827325559403,-0.35764415688885054
2016,competition,competition_98,competition_98,AB seed,20,SP,0.023333333333333334,3,3,1,4,131.4444444444444,0,native,135.4444444444444,-0.31293827325559403,-0.35764415688885054
2016,competition,competition_99,competition_99,BD seed,40,AB,0.01,3,3,1,12,255.66666666666669,1,non-native,267.6666666666667,-0.16658416272616117,-0.06660106512211304
2016,competition,competition_99,competition_99,BD seed,40,EG,0.003666666666666667,2,3,0.6666666666666666,12,255.66666666666669,0,native,267.6666666666667,-0.16658416272616117,-0.06660106512211304
2016,competition,competition_99,competition_99,BD seed,40,SP,0.003666666666666667,2,3,0.6666666666666666,12,255.66666666666669,0,native,267.6666666666667,-0.16658416272616117,-0.06660106512211304
2016,competition,competition_99,competition_99,BD seed,40,EG,0.006999999999999999,3,3,1,12,255.66666666666669,0,native,267.6666666666667,-0.16658416272616117,-0.06660106512211304
2016,competition,competition_99,competition_99,BD seed,40,SP,0.033666666666666664,3,3,1,12,255.66666666666669,0,native,267.6666666666667,-0.16658416272616117,-0.06660106512211304
2016,competition,competition_101,competition_101,EG adult,8,AB,0.004,3,3,1,18,50.3333333333333,1,non-native,68.3333333333333,-0.05681857982908651,-0.5476812382750028
2016,competition,competition_101,competition_101,EG adult,8,BD,0.01,1,1,1,18,50.3333333333333,1,non-native,68.3333333333333,-0.05681857982908651,-0.5476812382750028
2016,competition,competition_101,competition_101,EG adult,8,EG,0.08666666666666666,2,3,0.6666666666666666,18,50.3333333333333,0,native,68.3333333333333,-0.05681857982908651,-0.5476812382750028
2016,competition,competition_101,competition_101,EG adult,8,SP,0.004,3,3,1,18,50.3333333333333,0,native,68.3333333333333,-0.05681857982908651,-0.5476812382750028
2016,competition,competition_101,competition_101,EG adult,8,EG,0.01,3,3,1,18,50.3333333333333,0,native,68.3333333333333,-0.05681857982908651,-0.5476812382750028
2016,competition,competition_101,competition_101,EG adult,8,SP,0.023333333333333334,3,3,1,18,50.3333333333333,0,native,68.3333333333333,-0.05681857982908651,-0.5476812382750028
2016,competition,competition_31,competition_31,SP adult,10,AB,0.087,3,3,1,17,89.3333333333334,1,non-native,106.3333333333334,-0.07511284364526562,-0.45630724434823616
2016,competition,competition_31,competition_31,SP adult,10,BD,0.05,1,1,1,17,89.3333333333334,1,non-native,106.3333333333334,-0.07511284364526562,-0.45630724434823616
2016,competition,competition_31,competition_31,SP adult,10,BH,0.001,1,1,1,17,89.3333333333334,1,non-native,106.3333333333334,-0.07511284364526562,-0.45630724434823616
2016,competition,competition_31,competition_31,SP adult,10,EG,0.001,3,3,1,17,89.3333333333334,0,native,106.3333333333334,-0.07511284364526562,-0.45630724434823616
2016,competition,competition_31,competition_31,SP adult,10,SP,0.001,1,1,1,17,89.3333333333334,0,native,106.3333333333334,-0.07511284364526562,-0.45630724434823616
2016,competition,competition_31,competition_31,SP adult,10,EG,0.033666666666666664,2,3,0.6666666666666666,17,89.3333333333334,0,native,106.3333333333334,-0.07511284364526562,-0.45630724434823616
2016,competition,competition_31,competition_31,SP adult,10,SP,0.020333333333333332,3,3,1,17,89.3333333333334,0,native,106.3333333333334,-0.07511284364526562,-0.45630724434823616
2016,competition,competition_104,competition_104,SP seed,10,AB,6.666666666666666e-4,2,3,0.6666666666666666,15,56,1,non-native,71,-0.11170137127762383,-0.5344046750548743
2016,competition,competition_104,competition_104,SP seed,10,BD,5e-4,1,2,0.5,15,56,1,non-native,71,-0.11170137127762383,-0.5344046750548743
2016,competition,competition_104,competition_104,SP seed,10,BH,3.333333333333333e-4,1,3,0.3333333333333333,15,56,1,non-native,71,-0.11170137127762383,-0.5344046750548743
2016,competition,competition_104,competition_104,SP seed,10,EG,6.666666666666666e-4,2,3,0.6666666666666666,15,56,0,native,71,-0.11170137127762383,-0.5344046750548743
2016,competition,competition_104,competition_104,SP seed,10,SP,3.333333333333333e-4,1,3,0.3333333333333333,15,56,0,native,71,-0.11170137127762383,-0.5344046750548743
2016,competition,competition_104,competition_104,SP seed,10,EG,0.033666666666666664,3,3,1,15,56,0,native,71,-0.11170137127762383,-0.5344046750548743
2016,competition,competition_104,competition_104,SP seed,10,SP,0.05,3,3,1,15,56,0,native,71,-0.11170137127762383,-0.5344046750548743
2016,competition,competition_106,competition_106,BD seed,10,AB,5e-4,1,2,0.5,2,194.1111111111111,1,non-native,196.1111111111111,-0.34952680088795224,-0.21082098716037118
2016,competition,competition_106,competition_106,BD seed,10,BD,0.0055000000000000005,2,2,1,2,194.1111111111111,1,non-native,196.1111111111111,-0.34952680088795224,-0.21082098716037118
2016,competition,competition_106,competition_106,BD seed,10,EG,3.333333333333333e-4,1,3,0.3333333333333333,2,194.1111111111111,0,native,196.1111111111111,-0.34952680088795224,-0.21082098716037118
2016,competition,competition_106,competition_106,BD seed,10,EG,3.333333333333333e-4,1,3,0.3333333333333333,2,194.1111111111111,0,native,196.1111111111111,-0.34952680088795224,-0.21082098716037118
2016,competition,competition_106,competition_106,BD seed,10,SP,0.01,3,3,1,2,194.1111111111111,0,native,196.1111111111111,-0.34952680088795224,-0.21082098716037118
2016,competition,competition_107,competition_107,EG seed,100,BH,5e-4,1,2,0.5,378,143,1,non-native,521,6.529116393995392,-0.3305703809105493
2016,competition,competition_107,competition_107,EG seed,100,EG,0.006666666666666666,2,3,0.6666666666666666,378,143,0,native,521,6.529116393995392,-0.3305703809105493
2016,competition,competition_107,competition_107,EG seed,100,EG,0.003666666666666667,2,3,0.6666666666666666,378,143,0,native,521,6.529116393995392,-0.3305703809105493
2016,competition,competition_107,competition_107,EG seed,100,SP,0.023333333333333334,3,3,1,378,143,0,native,521,6.529116393995392,-0.3305703809105493
2016,competition,competition_108,competition_108,AB seed,100,AB,6.666666666666666e-4,2,3,0.6666666666666666,13,128.2222222222222,1,non-native,141.2222222222222,-0.14828989890998204,-0.36519357519049217
2016,competition,competition_108,competition_108,AB seed,100,BD,0.001,1,1,1,13,128.2222222222222,1,non-native,141.2222222222222,-0.14828989890998204,-0.36519357519049217
2016,competition,competition_108,competition_108,AB seed,100,BH,6.666666666666666e-4,2,3,0.6666666666666666,13,128.2222222222222,1,non-native,141.2222222222222,-0.14828989890998204,-0.36519357519049217
2016,competition,competition_108,competition_108,AB seed,100,EG,0.004,3,3,1,13,128.2222222222222,0,native,141.2222222222222,-0.14828989890998204,-0.36519357519049217
2016,competition,competition_108,competition_108,AB seed,100,SP,3.333333333333333e-4,1,3,0.3333333333333333,13,128.2222222222222,0,native,141.2222222222222,-0.14828989890998204,-0.36519357519049217
2016,competition,competition_108,competition_108,AB seed,100,EG,0.004,3,3,1,13,128.2222222222222,0,native,141.2222222222222,-0.14828989890998204,-0.36519357519049217
2016,competition,competition_108,competition_108,AB seed,100,SP,0.033666666666666664,3,3,1,13,128.2222222222222,0,native,141.2222222222222,-0.14828989890998204,-0.36519357519049217
2016,competition,competition_32,competition_32,SP adult,10,AB,0.006999999999999999,3,3,1,25,55,1,non-native,80,0.07124126688416725,-0.5367475979760734
2016,competition,competition_32,competition_32,SP adult,10,BH,0.08333333333333334,1,3,0.3333333333333333,25,55,1,non-native,80,0.07124126688416725,-0.5367475979760734
2016,competition,competition_32,competition_32,SP adult,10,EG,0.003666666666666667,2,3,0.6666666666666666,25,55,0,native,80,0.07124126688416725,-0.5367475979760734
2016,competition,competition_32,competition_32,SP adult,10,SP,0.006666666666666666,2,3,0.6666666666666666,25,55,0,native,80,0.07124126688416725,-0.5367475979760734
2016,competition,competition_32,competition_32,SP adult,10,EG,6.666666666666666e-4,2,3,0.6666666666666666,25,55,0,native,80,0.07124126688416725,-0.5367475979760734
2016,competition,competition_32,competition_32,SP adult,10,SP,0.020333333333333332,3,3,1,25,55,0,native,80,0.07124126688416725,-0.5367475979760734
2016,competition,competition_111,competition_111,BD seed,20,AB,0.03666666666666667,2,3,0.6666666666666666,9,177.88888888888891,1,non-native,186.88888888888891,-0.22146695417469847,-0.24882840343760151
2016,competition,competition_111,competition_111,BD seed,20,BD,0.0255,2,2,1,9,177.88888888888891,1,non-native,186.88888888888891,-0.22146695417469847,-0.24882840343760151
2016,competition,competition_111,competition_111,BD seed,20,EG,6.666666666666666e-4,2,3,0.6666666666666666,9,177.88888888888891,0,native,186.88888888888891,-0.22146695417469847,-0.24882840343760151
2016,competition,competition_111,competition_111,BD seed,20,SP,0.005,1,2,0.5,9,177.88888888888891,0,native,186.88888888888891,-0.22146695417469847,-0.24882840343760151
2016,competition,competition_111,competition_111,BD seed,20,EG,6.666666666666666e-4,2,3,0.6666666666666666,9,177.88888888888891,0,native,186.88888888888891,-0.22146695417469847,-0.24882840343760151
2016,competition,competition_111,competition_111,BD seed,20,SP,0.023333333333333334,3,3,1,9,177.88888888888891,0,native,186.88888888888891,-0.22146695417469847,-0.24882840343760151
2016,competition,competition_112,competition_112,BH seed,40,EG,6.666666666666666e-4,2,3,0.6666666666666666,7,1398.2222222222222,0,native,1405.2222222222222,-0.2580554818070567,2.6103185347324125
2016,competition,competition_112,competition_112,BH seed,40,SP,0.01,3,3,1,7,1398.2222222222222,0,native,1405.2222222222222,-0.2580554818070567,2.6103185347324125
2016,competition,competition_113,competition_113,BD seed,20,AB,0.006999999999999999,3,3,1,18,333.8888888888889,1,non-native,351.8888888888889,-0.05681857982908651,0.11666757226946398
2016,competition,competition_113,competition_113,BD seed,20,BD,0.001,1,1,1,18,333.8888888888889,1,non-native,351.8888888888889,-0.05681857982908651,0.11666757226946398
2016,competition,competition_113,competition_113,BD seed,20,BH,6.666666666666666e-4,2,3,0.6666666666666666,18,333.8888888888889,1,non-native,351.8888888888889,-0.05681857982908651,0.11666757226946398
2016,competition,competition_113,competition_113,BD seed,20,EG,0.001,3,3,1,18,333.8888888888889,0,native,351.8888888888889,-0.05681857982908651,0.11666757226946398
2016,competition,competition_113,competition_113,BD seed,20,SP,0.006999999999999999,3,3,1,18,333.8888888888889,0,native,351.8888888888889,-0.05681857982908651,0.11666757226946398
2016,competition,competition_113,competition_113,BD seed,20,SP,0.004,3,3,1,18,333.8888888888889,0,native,351.8888888888889,-0.05681857982908651,0.11666757226946398
2016,competition,competition_114,competition_114,AB seed,20,AB,0.001,3,3,1,16,82.2222222222222,1,non-native,98.2222222222222,-0.09340710746144473,-0.4729680295656525
2016,competition,competition_114,competition_114,AB seed,20,EG,0.004,3,3,1,16,82.2222222222222,0,native,98.2222222222222,-0.09340710746144473,-0.4729680295656525
2016,competition,competition_114,competition_114,AB seed,20,SP,0.005,1,2,0.5,16,82.2222222222222,0,native,98.2222222222222,-0.09340710746144473,-0.4729680295656525
