year,experiment,plot,subplot,host,mean.dam,leaves.dam,leaves.tot,prop.dam,native.density,nonnative.density,nonnative,origin,total.density,natdens.s,nondens.s
2016,transect,transect_6,transect_6A,EG,0.004,3,3,1,16,463.22222222,0,native,479.22222222,1.0770160338524253,0.05992545846789814
2016,transect,transect_6,transect_6A,EG,0.004,3,3,1,16,463.22222222,0,native,479.22222222,1.0770160338524253,0.05992545846789814
2016,transect,transect_6,transect_6A,SP,0.023333333333333334,3,3,1,16,463.22222222,0,native,479.22222222,1.0770160338524253,0.05992545846789814
2016,transect,transect_6,transect_6A,SP,0.004,3,3,1,16,463.22222222,0,native,479.22222222,1.0770160338524253,0.05992545846789814
2016,transect,transect_6,transect_6A,SP,0.03666666666666667,3,3,1,16,463.22222222,0,native,479.22222222,1.0770160338524253,0.05992545846789814
2016,transect,transect_6,transect_6C,AB,0.001,1,1,1,9,1051,1,non-native,1060,-0.05882008471133785,1.5987879601092623
2016,transect,transect_6,transect_6C,AB,0.003333333333333333,1,3,0.3333333333333333,9,1051,1,non-native,1060,-0.05882008471133785,1.5987879601092623
2016,transect,transect_6,transect_6C,EG,0.017333333333333333,3,3,1,9,1051,0,native,1060,-0.05882008471133785,1.5987879601092623
2016,transect,transect_6,transect_6C,EG,0.006999999999999999,3,3,1,9,1051,0,native,1060,-0.05882008471133785,1.5987879601092623
2016,transect,transect_6,transect_6C,EG,0.004,3,3,1,9,1051,0,native,1060,-0.05882008471133785,1.5987879601092623
2016,transect,transect_6,transect_6C,SP,3.333333333333333e-4,1,3,0.3333333333333333,9,1051,0,native,1060,-0.05882008471133785,1.5987879601092623
2016,transect,transect_6,transect_6C,SP,0.03666666666666667,2,3,0.6666666666666666,9,1051,0,native,1060,-0.05882008471133785,1.5987879601092623
2016,transect,transect_6,transect_6E,AB,5e-4,1,2,0.5,2,1400.00000007,1,non-native,1402.00000007,-1.194656203275101,2.5125057519063763
2016,transect,transect_6,transect_6E,EG,0.006999999999999999,3,3,1,2,1400.00000007,0,native,1402.00000007,-1.194656203275101,2.5125057519063763
2016,transect,transect_6,transect_6E,SP,0.006999999999999999,3,3,1,2,1400.00000007,0,native,1402.00000007,-1.194656203275101,2.5125057519063763
2016,transect,transect_6,transect_6E,SP,0.006999999999999999,3,3,1,2,1400.00000007,0,native,1402.00000007,-1.194656203275101,2.5125057519063763
2016,transect,transect_8,transect_8A,EG,0.033666666666666664,3,3,1,14,105,0,native,119,0.7524914285484929,-0.8779370567007642
2016,transect,transect_8,transect_8A,EG,0.01,3,3,1,14,105,0,native,119,0.7524914285484929,-0.8779370567007642
2016,transect,transect_8,transect_8A,EG,0.003666666666666667,2,3,0.6666666666666666,14,105,0,native,119,0.7524914285484929,-0.8779370567007642
2016,transect,transect_8,transect_8A,SP,0.02,2,3,0.6666666666666666,14,105,0,native,119,0.7524914285484929,-0.8779370567007642
2016,transect,transect_8,transect_8A,SP,3.333333333333333e-4,1,3,0.3333333333333333,14,105,0,native,119,0.7524914285484929,-0.8779370567007642
2016,transect,transect_8,transect_8A,SP,3.333333333333333e-4,1,3,0.3333333333333333,14,105,0,native,119,0.7524914285484929,-0.8779370567007642
2016,transect,transect_8,transect_8C,EG,0.006999999999999999,3,3,1,11,704,0,native,715,0.2657045205925945,0.6903063736049503
2016,transect,transect_8,transect_8C,EG,0.017333333333333333,3,3,1,11,704,0,native,715,0.2657045205925945,0.6903063736049503
2016,transect,transect_8,transect_8C,EG,0.001,3,3,1,11,704,0,native,715,0.2657045205925945,0.6903063736049503
2016,transect,transect_8,transect_8C,SP,0.004,3,3,1,11,704,0,native,715,0.2657045205925945,0.6903063736049503
2016,transect,transect_8,transect_8C,SP,0.001,3,3,1,11,704,0,native,715,0.2657045205925945,0.6903063736049503
2016,transect,transect_8,transect_8C,SP,0.004,3,3,1,11,704,0,native,715,0.2657045205925945,0.6903063736049503
2016,transect,transect_8,transect_8E,AB,5e-4,1,2,0.5,2,156.55555556,1,non-native,158.55555556,-1.194656203275101,-0.7429593249766719
2016,transect,transect_8,transect_8E,AB,0.01,1,1,1,2,156.55555556,1,non-native,158.55555556,-1.194656203275101,-0.7429593249766719
2016,transect,transect_8,transect_8E,EG,0.003666666666666667,2,3,0.6666666666666666,2,156.55555556,0,native,158.55555556,-1.194656203275101,-0.7429593249766719
2016,transect,transect_8,transect_8E,SP,0.01,3,3,1,2,156.55555556,0,native,158.55555556,-1.194656203275101,-0.7429593249766719
