group,prevalence,scenario,transmission,spillover,description,species,density
species 1,0.3316111110903525,2,fd,1,2: sp. 1 density,species 1,0
species 1,0.33161110746577366,2,fd,1,2: sp. 1 density,species 1,6.122448979591836
species 1,0.3316111324645432,2,fd,1,2: sp. 1 density,species 1,12.244897959183673
species 1,0.3316111125268855,2,fd,1,2: sp. 1 density,species 1,18.36734693877551
species 1,0.33161110533664595,2,fd,1,2: sp. 1 density,species 1,24.489795918367346
species 1,0.33161110299640706,2,fd,1,2: sp. 1 density,species 1,30.612244897959183
species 1,0.3316111097475921,2,fd,1,2: sp. 1 density,species 1,36.73469387755102
species 1,0.33161111105563107,2,fd,1,2: sp. 1 density,species 1,42.857142857142854
species 1,0.3316111110401602,2,fd,1,2: sp. 1 density,species 1,48.97959183673469
species 1,0.3316111070595819,2,fd,1,2: sp. 1 density,species 1,55.10204081632653
species 1,0.331611115921743,2,fd,1,2: sp. 1 density,species 1,61.224489795918366
species 1,0.3316111122850686,2,fd,1,2: sp. 1 density,species 1,67.3469387755102
species 1,0.33161112268741866,2,fd,1,2: sp. 1 density,species 1,73.46938775510203
species 1,0.3316111049090212,2,fd,1,2: sp. 1 density,species 1,79.59183673469387
species 1,0.3316111000297202,2,fd,1,2: sp. 1 density,species 1,85.71428571428571
species 1,0.33161111031268276,2,fd,1,2: sp. 1 density,species 1,91.83673469387755
species 1,0.3316111079658604,2,fd,1,2: sp. 1 density,species 1,97.95918367346938
species 1,0.331611109845594,2,fd,1,2: sp. 1 density,species 1,104.08163265306122
species 1,0.3316111304138844,2,fd,1,2: sp. 1 density,species 1,110.20408163265306
species 1,0.33161084256731954,2,fd,1,2: sp. 1 density,species 1,116.3265306122449
species 1,0.33161115708803446,2,fd,1,2: sp. 1 density,species 1,122.44897959183673
species 1,0.3316111253283343,2,fd,1,2: sp. 1 density,species 1,128.57142857142856
species 1,0.3316111108722732,2,fd,1,2: sp. 1 density,species 1,134.6938775510204
species 1,0.3316111281581041,2,fd,1,2: sp. 1 density,species 1,140.81632653061223
species 1,0.33161110867237076,2,fd,1,2: sp. 1 density,species 1,146.93877551020407
species 1,0.33161111901607326,2,fd,1,2: sp. 1 density,species 1,153.0612244897959
species 1,0.33161111122841797,2,fd,1,2: sp. 1 density,species 1,159.18367346938774
species 1,0.33161111746667,2,fd,1,2: sp. 1 density,species 1,165.30612244897958
species 1,0.331611119051705,2,fd,1,2: sp. 1 density,species 1,171.42857142857142
species 1,0.33161109809715617,2,fd,1,2: sp. 1 density,species 1,177.55102040816325
species 1,0.33161112194203135,2,fd,1,2: sp. 1 density,species 1,183.6734693877551
species 1,0.33161113010357357,2,fd,1,2: sp. 1 density,species 1,189.79591836734693
species 1,0.33161112853214125,2,fd,1,2: sp. 1 density,species 1,195.91836734693877
species 1,0.33161108893050617,2,fd,1,2: sp. 1 density,species 1,202.0408163265306
species 1,0.3316111028286205,2,fd,1,2: sp. 1 density,species 1,208.16326530612244
species 1,0.33161111124337606,2,fd,1,2: sp. 1 density,species 1,214.28571428571428
species 1,0.3316109742102732,2,fd,1,2: sp. 1 density,species 1,220.40816326530611
species 1,0.33161112644292606,2,fd,1,2: sp. 1 density,species 1,226.53061224489795
species 1,0.3316111217597318,2,fd,1,2: sp. 1 density,species 1,232.6530612244898
species 1,0.33161111107069163,2,fd,1,2: sp. 1 density,species 1,238.77551020408163
species 1,0.33161112397781684,2,fd,1,2: sp. 1 density,species 1,244.89795918367346
species 1,0.3316111112161354,2,fd,1,2: sp. 1 density,species 1,251.0204081632653
species 1,0.33161111098579754,2,fd,1,2: sp. 1 density,species 1,257.1428571428571
species 1,0.3316111266203792,2,fd,1,2: sp. 1 density,species 1,263.265306122449
species 1,0.33161111254161824,2,fd,1,2: sp. 1 density,species 1,269.3877551020408
species 1,0.33161111683721156,2,fd,1,2: sp. 1 density,species 1,275.51020408163265
species 1,0.3316111072855744,2,fd,1,2: sp. 1 density,species 1,281.63265306122446
species 1,0.3316111158621164,2,fd,1,2: sp. 1 density,species 1,287.7551020408163
species 1,0.33161112167714585,2,fd,1,2: sp. 1 density,species 1,293.87755102040813
species 1,0.3316110953778154,2,fd,1,2: sp. 1 density,species 1,300
species 2,0.329906593683621,2,fd,1,2: sp. 1 density,species 1,0
species 2,0.32990658987373733,2,fd,1,2: sp. 1 density,species 1,6.122448979591836
species 2,0.329906609754824,2,fd,1,2: sp. 1 density,species 1,12.244897959183673
species 2,0.32990659477777295,2,fd,1,2: sp. 1 density,species 1,18.36734693877551
species 2,0.3299065891753693,2,fd,1,2: sp. 1 density,species 1,24.489795918367346
species 2,0.32990658609990325,2,fd,1,2: sp. 1 density,species 1,30.612244897959183
species 2,0.3299065920490761,2,fd,1,2: sp. 1 density,species 1,36.73469387755102
species 2,0.32990659366571584,2,fd,1,2: sp. 1 density,species 1,42.857142857142854
species 2,0.3299065936461332,2,fd,1,2: sp. 1 density,species 1,48.97959183673469
species 2,0.3299065898981333,2,fd,1,2: sp. 1 density,species 1,55.10204081632653
species 2,0.329906598052864,2,fd,1,2: sp. 1 density,species 1,61.224489795918366
species 2,0.32990659441057346,2,fd,1,2: sp. 1 density,species 1,67.3469387755102
species 2,0.3299066055862345,2,fd,1,2: sp. 1 density,species 1,73.46938775510203
species 2,0.3299065875844098,2,fd,1,2: sp. 1 density,species 1,79.59183673469387
species 2,0.32990658357380387,2,fd,1,2: sp. 1 density,species 1,85.71428571428571
species 2,0.3299065925187329,2,fd,1,2: sp. 1 density,species 1,91.83673469387755
species 2,0.3299065904831981,2,fd,1,2: sp. 1 density,species 1,97.95918367346938
species 2,0.32990659210814965,2,fd,1,2: sp. 1 density,species 1,104.08163265306122
species 2,0.32990661197960863,2,fd,1,2: sp. 1 density,species 1,110.20408163265306
species 2,0.3299063335251994,2,fd,1,2: sp. 1 density,species 1,116.3265306122449
species 2,0.32990663838692563,2,fd,1,2: sp. 1 density,species 1,122.44897959183673
species 2,0.329906606911668,2,fd,1,2: sp. 1 density,species 1,128.57142857142856
species 2,0.3299065933246329,2,fd,1,2: sp. 1 density,species 1,134.6938775510204
species 2,0.32990661105218494,2,fd,1,2: sp. 1 density,species 1,140.81632653061223
species 2,0.3299065910975374,2,fd,1,2: sp. 1 density,species 1,146.93877551020407
species 2,0.3299066015587923,2,fd,1,2: sp. 1 density,species 1,153.0612244897959
species 2,0.3299065938048244,2,fd,1,2: sp. 1 density,species 1,159.18367346938774
species 2,0.32990660038823955,2,fd,1,2: sp. 1 density,species 1,165.30612244897958
species 2,0.3299066019788635,2,fd,1,2: sp. 1 density,species 1,171.42857142857142
species 2,0.3299065806421824,2,fd,1,2: sp. 1 density,species 1,177.55102040816325
species 2,0.32990660371909586,2,fd,1,2: sp. 1 density,species 1,183.6734693877551
species 2,0.329906607203605,2,fd,1,2: sp. 1 density,species 1,189.79591836734693
species 2,0.32990661039622526,2,fd,1,2: sp. 1 density,species 1,195.91836734693877
species 2,0.3299065690593799,2,fd,1,2: sp. 1 density,species 1,202.0408163265306
species 2,0.3299065831822555,2,fd,1,2: sp. 1 density,species 1,208.16326530612244
species 2,0.3299065938277954,2,fd,1,2: sp. 1 density,species 1,214.28571428571428
species 2,0.3299064828901678,2,fd,1,2: sp. 1 density,species 1,220.40816326530611
species 2,0.32990660800083815,2,fd,1,2: sp. 1 density,species 1,226.53061224489795
species 2,0.32990660466451965,2,fd,1,2: sp. 1 density,species 1,232.6530612244898
species 2,0.3299065932075091,2,fd,1,2: sp. 1 density,species 1,238.77551020408163
species 2,0.3299066022430339,2,fd,1,2: sp. 1 density,species 1,244.89795918367346
species 2,0.32990659380351134,2,fd,1,2: sp. 1 density,species 1,251.0204081632653
species 2,0.3299065935980365,2,fd,1,2: sp. 1 density,species 1,257.1428571428571
species 2,0.32990660967170427,2,fd,1,2: sp. 1 density,species 1,263.265306122449
species 2,0.32990659478715334,2,fd,1,2: sp. 1 density,species 1,269.3877551020408
species 2,0.32990659891456214,2,fd,1,2: sp. 1 density,species 1,275.51020408163265
species 2,0.32990659001807715,2,fd,1,2: sp. 1 density,species 1,281.63265306122446
species 2,0.32990659792845123,2,fd,1,2: sp. 1 density,species 1,287.7551020408163
species 2,0.3299066035069118,2,fd,1,2: sp. 1 density,species 1,293.87755102040813
species 2,0.3299065784737235,2,fd,1,2: sp. 1 density,species 1,300
combined,0.33006154981150565,2,fd,1,2: sp. 1 density,species 1,0
combined,0.330615620433476,2,fd,1,2: sp. 1 density,species 1,6.122448979591836
combined,0.3308778435025042,2,fd,1,2: sp. 1 density,species 1,12.244897959183673
combined,0.33103069995074574,2,fd,1,2: sp. 1 density,species 1,18.36734693877551
combined,0.3311308218869475,2,fd,1,2: sp. 1 density,species 1,24.489795918367346
combined,0.3312014839285861,2,fd,1,2: sp. 1 density,species 1,30.612244897959183
combined,0.3312540282288778,2,fd,1,2: sp. 1 density,species 1,36.73469387755102
combined,0.33129462241559376,2,fd,1,2: sp. 1 density,species 1,42.857142857142854
combined,0.3313269281469743,2,fd,1,2: sp. 1 density,species 1,48.97959183673469
combined,0.33135324555630624,2,fd,1,2: sp. 1 density,species 1,55.10204081632653
combined,0.33137511316510254,2,fd,1,2: sp. 1 density,species 1,61.224489795918366
combined,0.33139355204581294,2,fd,1,2: sp. 1 density,species 1,67.3469387755102
combined,0.33140933158338864,2,fd,1,2: sp. 1 density,species 1,73.46938775510203
combined,0.33142295138591693,2,fd,1,2: sp. 1 density,species 1,79.59183673469387
combined,0.33143485756012764,2,fd,1,2: sp. 1 density,species 1,85.71428571428571
combined,0.3314453604180538,2,fd,1,2: sp. 1 density,species 1,91.83673469387755
combined,0.3314546716357416,2,fd,1,2: sp. 1 density,species 1,97.95918367346938
combined,0.33146299605035584,2,fd,1,2: sp. 1 density,species 1,104.08163265306122
combined,0.33147049831541747,2,fd,1,2: sp. 1 density,species 1,110.20408163265306
combined,0.33147697344876864,2,fd,1,2: sp. 1 density,species 1,116.3265306122449
combined,0.3314834289700435,2,fd,1,2: sp. 1 density,species 1,122.44897959183673
combined,0.33148900016030297,2,fd,1,2: sp. 1 density,species 1,128.57142857142856
combined,0.33149411779224186,2,fd,1,2: sp. 1 density,species 1,134.6938775510204
combined,0.3314988532042259,2,fd,1,2: sp. 1 density,species 1,140.81632653061223
combined,0.3315031859935146,2,fd,1,2: sp. 1 density,species 1,146.93877551020407
combined,0.33150722381093983,2,fd,1,2: sp. 1 density,species 1,153.0612244897959
combined,0.3315109537110225,2,fd,1,2: sp. 1 density,species 1,159.18367346938774
combined,0.3315144380629855,2,fd,1,2: sp. 1 density,species 1,165.30612244897958
combined,0.33151768428655315,2,fd,1,2: sp. 1 density,species 1,171.42857142857142
combined,0.33152069723635547,2,fd,1,2: sp. 1 density,species 1,177.55102040816325
combined,0.3315235641341649,2,fd,1,2: sp. 1 density,species 1,183.6734693877551
combined,0.33152624177945683,2,fd,1,2: sp. 1 density,species 1,189.79591836734693
combined,0.3315287521748478,2,fd,1,2: sp. 1 density,species 1,195.91836734693877
combined,0.3315310798552259,2,fd,1,2: sp. 1 density,species 1,202.0408163265306
combined,0.3315333288620762,2,fd,1,2: sp. 1 density,species 1,208.16326530612244
combined,0.3315354509903065,2,fd,1,2: sp. 1 density,species 1,214.28571428571428
combined,0.3315373168554049,2,fd,1,2: sp. 1 density,species 1,220.40816326530611
combined,0.331539366494767,2,fd,1,2: sp. 1 density,species 1,226.53061224489795
combined,0.3315411650316428,2,fd,1,2: sp. 1 density,species 1,232.6530612244898
combined,0.33154286907763997,2,fd,1,2: sp. 1 density,species 1,238.77551020408163
combined,0.3315445145472367,2,fd,1,2: sp. 1 density,species 1,244.89795918367346
combined,0.33154605836683365,2,fd,1,2: sp. 1 density,species 1,251.0204081632653
combined,0.3315475434753323,2,fd,1,2: sp. 1 density,species 1,257.1428571428571
combined,0.3315489781491499,2,fd,1,2: sp. 1 density,species 1,263.265306122449
combined,0.33155032109393734,2,fd,1,2: sp. 1 density,species 1,269.3877551020408
combined,0.33155162443874314,2,fd,1,2: sp. 1 density,species 1,275.51020408163265
combined,0.33155285960713976,2,fd,1,2: sp. 1 density,species 1,281.63265306122446
combined,0.33155406184288716,2,fd,1,2: sp. 1 density,species 1,287.7551020408163
combined,0.33155521338988336,2,fd,1,2: sp. 1 density,species 1,293.87755102040813
combined,0.33155628776032053,2,fd,1,2: sp. 1 density,species 1,300
species 1,NaN,3,fd,1,3: sp. 2 density,species 1,10
species 1,0.33161111111105457,3,fd,1,3: sp. 2 density,species 1,10
species 1,0.3316111087821769,3,fd,1,3: sp. 2 density,species 1,10
species 1,0.33161113141587706,3,fd,1,3: sp. 2 density,species 1,10
species 1,0.33161110512797143,3,fd,1,3: sp. 2 density,species 1,10
species 1,0.33161109905275904,3,fd,1,3: sp. 2 density,species 1,10
species 1,0.3316111110453569,3,fd,1,3: sp. 2 density,species 1,10
species 1,0.33161110575256175,3,fd,1,3: sp. 2 density,species 1,10
species 1,0.3316111049096217,3,fd,1,3: sp. 2 density,species 1,10
species 1,0.33161111152538536,3,fd,1,3: sp. 2 density,species 1,10
species 1,0.33161111119826775,3,fd,1,3: sp. 2 density,species 1,10
species 1,0.3316111050329601,3,fd,1,3: sp. 2 density,species 1,10
species 1,0.33161111108168506,3,fd,1,3: sp. 2 density,species 1,10
species 1,0.33161112811382315,3,fd,1,3: sp. 2 density,species 1,10
species 1,0.33161111175625496,3,fd,1,3: sp. 2 density,species 1,10
species 1,0.3316111265372265,3,fd,1,3: sp. 2 density,species 1,10
species 1,0.33161110671223226,3,fd,1,3: sp. 2 density,species 1,10
species 1,0.33161115298113975,3,fd,1,3: sp. 2 density,species 1,10
species 1,0.3316111097152376,3,fd,1,3: sp. 2 density,species 1,10
species 1,0.33161110801446836,3,fd,1,3: sp. 2 density,species 1,10
species 1,0.33161111489647843,3,fd,1,3: sp. 2 density,species 1,10
species 1,0.3316110967256638,3,fd,1,3: sp. 2 density,species 1,10
species 1,0.3316111116080579,3,fd,1,3: sp. 2 density,species 1,10
species 1,0.3316111042014676,3,fd,1,3: sp. 2 density,species 1,10
species 1,0.3316110383132896,3,fd,1,3: sp. 2 density,species 1,10
species 1,0.3316110984183449,3,fd,1,3: sp. 2 density,species 1,10
species 1,0.3316111195241404,3,fd,1,3: sp. 2 density,species 1,10
species 1,0.33161111970534474,3,fd,1,3: sp. 2 density,species 1,10
species 1,0.33161110880228784,3,fd,1,3: sp. 2 density,species 1,10
species 1,0.33161111118044756,3,fd,1,3: sp. 2 density,species 1,10
species 1,0.3316110924587798,3,fd,1,3: sp. 2 density,species 1,10
species 1,0.3316111068005393,3,fd,1,3: sp. 2 density,species 1,10
species 1,0.3316111111991455,3,fd,1,3: sp. 2 density,species 1,10
species 1,0.3316111116620668,3,fd,1,3: sp. 2 density,species 1,10
species 1,0.33161109553583057,3,fd,1,3: sp. 2 density,species 1,10
species 1,0.33161111877993393,3,fd,1,3: sp. 2 density,species 1,10
species 1,0.33161111106859503,3,fd,1,3: sp. 2 density,species 1,10
species 1,0.3316111288129904,3,fd,1,3: sp. 2 density,species 1,10
species 1,0.3316111108429452,3,fd,1,3: sp. 2 density,species 1,10
species 1,0.33161110908407376,3,fd,1,3: sp. 2 density,species 1,10
species 1,0.3316110241378658,3,fd,1,3: sp. 2 density,species 1,10
species 1,0.3316111109425906,3,fd,1,3: sp. 2 density,species 1,10
species 1,0.3316111087354332,3,fd,1,3: sp. 2 density,species 1,10
species 1,0.3316112855096729,3,fd,1,3: sp. 2 density,species 1,10
species 1,0.33161112693916417,3,fd,1,3: sp. 2 density,species 1,10
species 1,0.33161111094019785,3,fd,1,3: sp. 2 density,species 1,10
species 1,0.33161109909025516,3,fd,1,3: sp. 2 density,species 1,10
species 1,0.33161109699639135,3,fd,1,3: sp. 2 density,species 1,10
species 1,0.3316111055294568,3,fd,1,3: sp. 2 density,species 1,10
species 1,0.3316111111188189,3,fd,1,3: sp. 2 density,species 1,10
species 2,NaN,3,fd,1,3: sp. 2 density,species 1,10
species 2,0.3299065936685284,3,fd,1,3: sp. 2 density,species 1,10
species 2,0.3299065912667453,3,fd,1,3: sp. 2 density,species 1,10
species 2,0.3299066145593306,3,fd,1,3: sp. 2 density,species 1,10
species 2,0.3299065879477478,3,fd,1,3: sp. 2 density,species 1,10
species 2,0.3299065812245923,3,fd,1,3: sp. 2 density,species 1,10
species 2,0.32990659360952795,3,fd,1,3: sp. 2 density,species 1,10
species 2,0.3299065894944299,3,fd,1,3: sp. 2 density,species 1,10
species 2,0.32990658777942444,3,fd,1,3: sp. 2 density,species 1,10
species 2,0.3299065940902849,3,fd,1,3: sp. 2 density,species 1,10
species 2,0.32990659377792075,3,fd,1,3: sp. 2 density,species 1,10
species 2,0.32990658591457767,3,fd,1,3: sp. 2 density,species 1,10
species 2,0.3299065936913404,3,fd,1,3: sp. 2 density,species 1,10
species 2,0.32990661033742247,3,fd,1,3: sp. 2 density,species 1,10
species 2,0.3299065942752257,3,fd,1,3: sp. 2 density,species 1,10
species 2,0.329906609390639,3,fd,1,3: sp. 2 density,species 1,10
species 2,0.32990658924624033,3,fd,1,3: sp. 2 density,species 1,10
species 2,0.3299066301153095,3,fd,1,3: sp. 2 density,species 1,10
species 2,0.32990659245358084,3,fd,1,3: sp. 2 density,species 1,10
species 2,0.3299065906738629,3,fd,1,3: sp. 2 density,species 1,10
species 2,0.32990659712437315,3,fd,1,3: sp. 2 density,species 1,10
species 2,0.32990657991475764,3,fd,1,3: sp. 2 density,species 1,10
species 2,0.3299065941543148,3,fd,1,3: sp. 2 density,species 1,10
species 2,0.32990658743437784,3,fd,1,3: sp. 2 density,species 1,10
species 2,0.32990652144228444,3,fd,1,3: sp. 2 density,species 1,10
species 2,0.3299065814968465,3,fd,1,3: sp. 2 density,species 1,10
species 2,0.32990660224964136,3,fd,1,3: sp. 2 density,species 1,10
species 2,0.32990660244464654,3,fd,1,3: sp. 2 density,species 1,10
species 2,0.3299065916762942,3,fd,1,3: sp. 2 density,species 1,10
species 2,0.32990659376004383,3,fd,1,3: sp. 2 density,species 1,10
species 2,0.32990657460416734,3,fd,1,3: sp. 2 density,species 1,10
species 2,0.3299065893650253,3,fd,1,3: sp. 2 density,species 1,10
species 2,0.32990659377880166,3,fd,1,3: sp. 2 density,species 1,10
species 2,0.32990659418073875,3,fd,1,3: sp. 2 density,species 1,10
species 2,0.32990657848444616,3,fd,1,3: sp. 2 density,species 1,10
species 2,0.32990659728336025,3,fd,1,3: sp. 2 density,species 1,10
species 2,0.32990659368884956,3,fd,1,3: sp. 2 density,species 1,10
species 2,0.32990661155168466,3,fd,1,3: sp. 2 density,species 1,10
species 2,0.32990659297968444,3,fd,1,3: sp. 2 density,species 1,10
species 2,0.32990659181592097,3,fd,1,3: sp. 2 density,species 1,10
species 2,0.3299065108905136,3,fd,1,3: sp. 2 density,species 1,10
species 2,0.3299065935161024,3,fd,1,3: sp. 2 density,species 1,10
species 2,0.3299065912952112,3,fd,1,3: sp. 2 density,species 1,10
species 2,0.3299067607843303,3,fd,1,3: sp. 2 density,species 1,10
species 2,0.32990660214929934,3,fd,1,3: sp. 2 density,species 1,10
species 2,0.3299065935599428,3,fd,1,3: sp. 2 density,species 1,10
species 2,0.3299065821944926,3,fd,1,3: sp. 2 density,species 1,10
species 2,0.32990657941855867,3,fd,1,3: sp. 2 density,species 1,10
species 2,0.3299065883279766,3,fd,1,3: sp. 2 density,species 1,10
species 2,0.3299065937157081,3,fd,1,3: sp. 2 density,species 1,10
combined,NaN,3,fd,1,3: sp. 2 density,species 1,10
combined,0.33100162930800586,3,fd,1,3: sp. 2 density,species 1,10
combined,0.3307132066669364,3,fd,1,3: sp. 2 density,species 1,10
combined,0.33054506805875977,3,fd,1,3: sp. 2 density,species 1,10
combined,0.3304349000582369,3,fd,1,3: sp. 2 density,species 1,10
combined,0.3303571624454761,3,fd,1,3: sp. 2 density,species 1,10
combined,0.3302993832195801,3,fd,1,3: sp. 2 density,species 1,10
combined,0.33025472676731116,3,fd,1,3: sp. 2 density,species 1,10
combined,0.3302191889135436,3,fd,1,3: sp. 2 density,species 1,10
combined,0.33019024178942635,3,fd,1,3: sp. 2 density,species 1,10
combined,0.33016619674191255,3,fd,1,3: sp. 2 density,species 1,10
combined,0.3301459023524021,3,fd,1,3: sp. 2 density,species 1,10
combined,0.3301285639434293,3,fd,1,3: sp. 2 density,species 1,10
combined,0.3301135792676951,3,fd,1,3: sp. 2 density,species 1,10
combined,0.3301004611083708,3,fd,1,3: sp. 2 density,species 1,10
combined,0.33008893420548535,3,fd,1,3: sp. 2 density,species 1,10
combined,0.33007866920768814,3,fd,1,3: sp. 2 density,species 1,10
combined,0.33006955578026476,3,fd,1,3: sp. 2 density,species 1,10
combined,0.3300612876554722,3,fd,1,3: sp. 2 density,species 1,10
combined,0.3300538474211921,3,fd,1,3: sp. 2 density,species 1,10
combined,0.3300470979775869,3,fd,1,3: sp. 2 density,species 1,10
combined,0.33004091747303776,3,fd,1,3: sp. 2 density,species 1,10
combined,0.33003528653526,3,fd,1,3: sp. 2 density,species 1,10
combined,0.3300300898590937,3,fd,1,3: sp. 2 density,species 1,10
combined,0.3300252363400066,3,fd,1,3: sp. 2 density,species 1,10
combined,0.33002086618657006,3,fd,1,3: sp. 2 density,species 1,10
combined,0.3300167755091395,3,fd,1,3: sp. 2 density,species 1,10
combined,0.3300129498000715,3,fd,1,3: sp. 2 density,species 1,10
combined,0.3300093699211662,3,fd,1,3: sp. 2 density,species 1,10
combined,0.33000603470490775,3,fd,1,3: sp. 2 density,species 1,10
combined,0.33000288817200835,3,fd,1,3: sp. 2 density,species 1,10
combined,0.32999996622219996,3,fd,1,3: sp. 2 density,species 1,10
combined,0.3299972077337839,3,fd,1,3: sp. 2 density,species 1,10
combined,0.329994604040154,3,fd,1,3: sp. 2 density,species 1,10
combined,0.32999212971740044,3,fd,1,3: sp. 2 density,species 1,10
combined,0.3299898237609989,3,fd,1,3: sp. 2 density,species 1,10
combined,0.3299876180179512,3,fd,1,3: sp. 2 density,species 1,10
combined,0.3299855474399778,3,fd,1,3: sp. 2 density,species 1,10
combined,0.32998354541525665,3,fd,1,3: sp. 2 density,species 1,10
combined,0.32998165798207296,3,fd,1,3: sp. 2 density,species 1,10
combined,0.32997978089931196,3,fd,1,3: sp. 2 density,species 1,10
combined,0.32997815165091643,3,fd,1,3: sp. 2 density,species 1,10
combined,0.3299765155588751,3,fd,1,3: sp. 2 density,species 1,10
combined,0.32997512441458254,3,fd,1,3: sp. 2 density,species 1,10
combined,0.32997347301775676,3,fd,1,3: sp. 2 density,species 1,10
combined,0.3299720351774339,3,fd,1,3: sp. 2 density,species 1,10
combined,0.32997065462679726,3,fd,1,3: sp. 2 density,species 1,10
combined,0.32996933882660917,3,fd,1,3: sp. 2 density,species 1,10
combined,0.3299680874090127,3,fd,1,3: sp. 2 density,species 1,10
combined,0.32996688211260267,3,fd,1,3: sp. 2 density,species 1,10
species 1,0.33161111122523174,4,fd,1,4: sp. 1 rel. abundance,species 1,0
species 1,0.3316111136505604,4,fd,1,4: sp. 1 rel. abundance,species 1,6.122448979591836
species 1,0.3316111115720544,4,fd,1,4: sp. 1 rel. abundance,species 1,12.244897959183673
species 1,0.3316111111007385,4,fd,1,4: sp. 1 rel. abundance,species 1,18.36734693877551
species 1,0.331611149760202,4,fd,1,4: sp. 1 rel. abundance,species 1,24.489795918367346
species 1,0.33161110435282354,4,fd,1,4: sp. 1 rel. abundance,species 1,30.612244897959183
species 1,0.33161110764510204,4,fd,1,4: sp. 1 rel. abundance,species 1,36.73469387755102
species 1,0.331611105047142,4,fd,1,4: sp. 1 rel. abundance,species 1,42.857142857142854
species 1,0.3316110994143816,4,fd,1,4: sp. 1 rel. abundance,species 1,48.97959183673469
species 1,0.3316111100932438,4,fd,1,4: sp. 1 rel. abundance,species 1,55.10204081632653
species 1,0.33161111120654685,4,fd,1,4: sp. 1 rel. abundance,species 1,61.224489795918366
species 1,0.331611135491036,4,fd,1,4: sp. 1 rel. abundance,species 1,67.3469387755102
species 1,0.3316111159340786,4,fd,1,4: sp. 1 rel. abundance,species 1,73.46938775510203
species 1,0.3316111260669139,4,fd,1,4: sp. 1 rel. abundance,species 1,79.59183673469387
species 1,0.3316111155398036,4,fd,1,4: sp. 1 rel. abundance,species 1,85.71428571428571
species 1,0.3316111655959277,4,fd,1,4: sp. 1 rel. abundance,species 1,91.83673469387755
species 1,0.33161111102942503,4,fd,1,4: sp. 1 rel. abundance,species 1,97.95918367346938
species 1,0.33161081265671044,4,fd,1,4: sp. 1 rel. abundance,species 1,104.08163265306122
species 1,0.33161116684509595,4,fd,1,4: sp. 1 rel. abundance,species 1,110.20408163265306
species 1,0.3316111159252566,4,fd,1,4: sp. 1 rel. abundance,species 1,116.3265306122449
species 1,0.3316111109625547,4,fd,1,4: sp. 1 rel. abundance,species 1,122.44897959183673
species 1,0.33161112723698577,4,fd,1,4: sp. 1 rel. abundance,species 1,128.57142857142856
species 1,0.3316111243596179,4,fd,1,4: sp. 1 rel. abundance,species 1,134.6938775510204
species 1,0.3316111089341553,4,fd,1,4: sp. 1 rel. abundance,species 1,140.81632653061223
species 1,0.3316111103211547,4,fd,1,4: sp. 1 rel. abundance,species 1,146.93877551020407
species 1,0.3316111265190732,4,fd,1,4: sp. 1 rel. abundance,species 1,153.0612244897959
species 1,0.33161103598353786,4,fd,1,4: sp. 1 rel. abundance,species 1,159.18367346938774
species 1,0.3316111093443782,4,fd,1,4: sp. 1 rel. abundance,species 1,165.30612244897958
species 1,0.3316110992254123,4,fd,1,4: sp. 1 rel. abundance,species 1,171.42857142857142
species 1,0.33161110933700666,4,fd,1,4: sp. 1 rel. abundance,species 1,177.55102040816325
species 1,0.331611109382384,4,fd,1,4: sp. 1 rel. abundance,species 1,183.6734693877551
species 1,0.3316111220152115,4,fd,1,4: sp. 1 rel. abundance,species 1,189.79591836734693
species 1,0.33161110970602825,4,fd,1,4: sp. 1 rel. abundance,species 1,195.91836734693877
species 1,0.3316111131650055,4,fd,1,4: sp. 1 rel. abundance,species 1,202.0408163265306
species 1,0.3316111232756863,4,fd,1,4: sp. 1 rel. abundance,species 1,208.16326530612244
species 1,0.3316111234526857,4,fd,1,4: sp. 1 rel. abundance,species 1,214.28571428571428
species 1,0.3316111110599219,4,fd,1,4: sp. 1 rel. abundance,species 1,220.40816326530611
species 1,0.33161110024835344,4,fd,1,4: sp. 1 rel. abundance,species 1,226.53061224489795
species 1,0.33161110926241827,4,fd,1,4: sp. 1 rel. abundance,species 1,232.6530612244898
species 1,0.331611123875629,4,fd,1,4: sp. 1 rel. abundance,species 1,238.77551020408163
species 1,0.331611110428504,4,fd,1,4: sp. 1 rel. abundance,species 1,244.89795918367346
species 1,0.33161111170927743,4,fd,1,4: sp. 1 rel. abundance,species 1,251.0204081632653
species 1,0.3316110948387412,4,fd,1,4: sp. 1 rel. abundance,species 1,257.1428571428571
species 1,0.3316110954132585,4,fd,1,4: sp. 1 rel. abundance,species 1,263.265306122449
species 1,0.3316111726571393,4,fd,1,4: sp. 1 rel. abundance,species 1,269.3877551020408
species 1,0.33161112577710705,4,fd,1,4: sp. 1 rel. abundance,species 1,275.51020408163265
species 1,0.3316110951811304,4,fd,1,4: sp. 1 rel. abundance,species 1,281.63265306122446
species 1,0.3316110816365043,4,fd,1,4: sp. 1 rel. abundance,species 1,287.7551020408163
species 1,0.331611111174803,4,fd,1,4: sp. 1 rel. abundance,species 1,293.87755102040813
species 1,0.33161112474242255,4,fd,1,4: sp. 1 rel. abundance,species 1,300
species 2,0.32990659380435355,4,fd,1,4: sp. 1 rel. abundance,species 1,0
species 2,0.329906596229085,4,fd,1,4: sp. 1 rel. abundance,species 1,6.122448979591836
