year,experiment,plot,subplot,bg.species,competition.density,host,mean.dam,leaves.dam,leaves.tot,prop.dam,native.density,nonnative.density,nonnative,origin,total.density,natdens.s,nondens.s,nonnative.rel
2016,competition,competition_111,competition_111,BD seed,20,BD,0.0255,2,2,1,9,139,1,non-native,148,-0.22146695417469847,-0.29832625190945866,0.9391891891891891
2016,competition,competition_111,competition_111,BD seed,20,EG,6.666666666666666e-4,2,3,0.6666666666666666,9,139,0,native,148,-0.22146695417469847,-0.29832625190945866,0.9391891891891891
2016,competition,competition_111,competition_111,BD seed,20,SP,0.005,1,2,0.5,9,139,0,native,148,-0.22146695417469847,-0.29832625190945866,0.9391891891891891
2016,competition,competition_111,competition_111,BD seed,20,EG,6.666666666666666e-4,2,3,0.6666666666666666,9,139,0,native,148,-0.22146695417469847,-0.29832625190945866,0.9391891891891891
2016,competition,competition_111,competition_111,BD seed,20,SP,0.023333333333333334,3,3,1,9,139,0,native,148,-0.22146695417469847,-0.29832625190945866,0.9391891891891891
2016,competition,competition_112,competition_112,BH seed,40,EG,6.666666666666666e-4,2,3,0.6666666666666666,7,1332.111111111111,0,native,1339.111111111111,-0.2580554818070567,2.512836032270528,0.9947726518420179
2016,competition,competition_112,competition_112,BH seed,40,SP,0.01,3,3,1,7,1332.111111111111,0,native,1339.111111111111,-0.2580554818070567,2.512836032270528,0.9947726518420179
2016,competition,competition_113,competition_113,BD seed,20,AB,0.006999999999999999,3,3,1,18,307.2222222222222,1,non-native,325.2222222222222,-0.05681857982908651,0.09803244600900834,0.9446532285616672
2016,competition,competition_113,competition_113,BD seed,20,BD,0.001,1,1,1,18,307.2222222222222,1,non-native,325.2222222222222,-0.05681857982908651,0.09803244600900834,0.9446532285616672
2016,competition,competition_113,competition_113,BD seed,20,BH,6.666666666666666e-4,2,3,0.6666666666666666,18,307.2222222222222,1,non-native,325.2222222222222,-0.05681857982908651,0.09803244600900834,0.9446532285616672
2016,competition,competition_113,competition_113,BD seed,20,EG,0.001,3,3,1,18,307.2222222222222,0,native,325.2222222222222,-0.05681857982908651,0.09803244600900834,0.9446532285616672
2016,competition,competition_113,competition_113,BD seed,20,SP,0.006999999999999999,3,3,1,18,307.2222222222222,0,native,325.2222222222222,-0.05681857982908651,0.09803244600900834,0.9446532285616672
2016,competition,competition_113,competition_113,BD seed,20,SP,0.004,3,3,1,18,307.2222222222222,0,native,325.2222222222222,-0.05681857982908651,0.09803244600900834,0.9446532285616672
2016,competition,competition_114,competition_114,AB seed,20,AB,0.001,3,3,1,16,68.8888888888889,1,non-native,84.8888888888889,-0.09340710746144473,-0.46351934199304695,0.8115183246073299
2016,competition,competition_114,competition_114,AB seed,20,EG,0.004,3,3,1,16,68.8888888888889,0,native,84.8888888888889,-0.09340710746144473,-0.46351934199304695,0.8115183246073299
2016,competition,competition_114,competition_114,AB seed,20,SP,0.005,1,2,0.5,16,68.8888888888889,0,native,84.8888888888889,-0.09340710746144473,-0.46351934199304695,0.8115183246073299
2016,competition,competition_114,competition_114,AB seed,20,EG,6.666666666666666e-4,2,3,0.6666666666666666,16,68.8888888888889,0,native,84.8888888888889,-0.09340710746144473,-0.46351934199304695,0.8115183246073299
2016,competition,competition_114,competition_114,AB seed,20,SP,0.01,3,3,1,16,68.8888888888889,0,native,84.8888888888889,-0.09340710746144473,-0.46351934199304695,0.8115183246073299
2016,competition,competition_121,competition_121,BD seed,100,AB,0.003333333333333333,1,3,0.3333333333333333,18,290,1,non-native,308,-0.05681857982908651,0.0574541116778576,0.9415584415584416
2016,competition,competition_121,competition_121,BD seed,100,BD,0.006999999999999999,3,3,1,18,290,1,non-native,308,-0.05681857982908651,0.0574541116778576,0.9415584415584416
2016,competition,competition_121,competition_121,BD seed,100,EG,6.666666666666666e-4,2,3,0.6666666666666666,18,290,0,native,308,-0.05681857982908651,0.0574541116778576,0.9415584415584416
2016,competition,competition_121,competition_121,BD seed,100,SP,0.003666666666666667,2,3,0.6666666666666666,18,290,0,native,308,-0.05681857982908651,0.0574541116778576,0.9415584415584416
2016,competition,competition_121,competition_121,BD seed,100,EG,0.003666666666666667,2,3,0.6666666666666666,18,290,0,native,308,-0.05681857982908651,0.0574541116778576,0.9415584415584416
2016,competition,competition_121,competition_121,BD seed,100,SP,0.003666666666666667,2,3,0.6666666666666666,18,290,0,native,308,-0.05681857982908651,0.0574541116778576,0.9415584415584416
2016,competition,competition_127,competition_127,AB seed,80,AB,0.023333333333333334,3,3,1,9,179.66666666666669,1,non-native,188.66666666666669,-0.22146695417469847,-0.20250902374687013,0.9522968197879859
2016,competition,competition_127,competition_127,AB seed,80,EG,0.004,3,3,1,9,179.66666666666669,0,native,188.66666666666669,-0.22146695417469847,-0.20250902374687013,0.9522968197879859
2016,competition,competition_127,competition_127,AB seed,80,SP,3.333333333333333e-4,1,3,0.3333333333333333,9,179.66666666666669,0,native,188.66666666666669,-0.22146695417469847,-0.20250902374687013,0.9522968197879859
2016,competition,competition_127,competition_127,AB seed,80,EG,0.006999999999999999,3,3,1,9,179.66666666666669,0,native,188.66666666666669,-0.22146695417469847,-0.20250902374687013,0.9522968197879859
2016,competition,competition_127,competition_127,AB seed,80,SP,0.004,3,3,1,9,179.66666666666669,0,native,188.66666666666669,-0.22146695417469847,-0.20250902374687013,0.9522968197879859
2016,competition,competition_128,competition_128,SP seed,80,AB,0.01,2,2,1,16,169.33333333333331,1,non-native,185.33333333333331,-0.09340710746144473,-0.22685602434556074,0.9136690647482014
2016,competition,competition_128,competition_128,SP seed,80,EG,0.004,3,3,1,16,169.33333333333331,0,native,185.33333333333331,-0.09340710746144473,-0.22685602434556074,0.9136690647482014
2016,competition,competition_128,competition_128,SP seed,80,SP,0.016666666666666666,1,3,0.3333333333333333,16,169.33333333333331,0,native,185.33333333333331,-0.09340710746144473,-0.22685602434556074,0.9136690647482014
2016,competition,competition_128,competition_128,SP seed,80,EG,0.006999999999999999,3,3,1,16,169.33333333333331,0,native,185.33333333333331,-0.09340710746144473,-0.22685602434556074,0.9136690647482014
2016,competition,competition_128,competition_128,SP seed,80,SP,0.05,3,3,1,16,169.33333333333331,0,native,185.33333333333331,-0.09340710746144473,-0.22685602434556074,0.9136690647482014
2016,competition,competition_129,competition_129,SP seed,80,AB,0.05333333333333333,3,3,1,18,138,1,non-native,156,-0.05681857982908651,-0.30068241325771905,0.8846153846153846
2016,competition,competition_129,competition_129,SP seed,80,BH,3.333333333333333e-4,1,3,0.3333333333333333,18,138,1,non-native,156,-0.05681857982908651,-0.30068241325771905,0.8846153846153846
2016,competition,competition_129,competition_129,SP seed,80,EG,0.006999999999999999,3,3,1,18,138,0,native,156,-0.05681857982908651,-0.30068241325771905,0.8846153846153846
2016,competition,competition_129,competition_129,SP seed,80,SP,0.006666666666666666,2,3,0.6666666666666666,18,138,0,native,156,-0.05681857982908651,-0.30068241325771905,0.8846153846153846
2016,competition,competition_129,competition_129,SP seed,80,EG,0.006666666666666666,2,3,0.6666666666666666,18,138,0,native,156,-0.05681857982908651,-0.30068241325771905,0.8846153846153846
2016,competition,competition_129,competition_129,SP seed,80,SP,0.023333333333333334,3,3,1,18,138,0,native,156,-0.05681857982908651,-0.30068241325771905,0.8846153846153846
2016,competition,competition_38,competition_38,SP adult,8,AB,0.006666666666666666,2,3,0.6666666666666666,14,39,1,non-native,53,-0.12999563509380294,-0.5339423867354959,0.7358490566037735
2016,competition,competition_38,competition_38,SP adult,8,BH,0.006999999999999999,3,3,1,14,39,1,non-native,53,-0.12999563509380294,-0.5339423867354959,0.7358490566037735
2016,competition,competition_38,competition_38,SP adult,8,EG,0.016666666666666666,1,3,0.3333333333333333,14,39,0,native,53,-0.12999563509380294,-0.5339423867354959,0.7358490566037735
2016,competition,competition_38,competition_38,SP adult,8,SP,0.020333333333333332,3,3,1,14,39,0,native,53,-0.12999563509380294,-0.5339423867354959,0.7358490566037735
2016,competition,competition_130,competition_130,EG adult,10,AB,0.05,2,2,1,12,19.88888888888889,1,non-native,31.88888888888889,-0.16658416272616117,-0.5789712480578053,0.6236933797909407
2016,competition,competition_130,competition_130,EG adult,10,BD,0.01,1,1,1,12,19.88888888888889,1,non-native,31.88888888888889,-0.16658416272616117,-0.5789712480578053,0.6236933797909407
2016,competition,competition_130,competition_130,EG adult,10,BH,0.003333333333333333,1,3,0.3333333333333333,12,19.88888888888889,1,non-native,31.88888888888889,-0.16658416272616117,-0.5789712480578053,0.6236933797909407
2016,competition,competition_130,competition_130,EG adult,10,EG,0.004,3,3,1,12,19.88888888888889,0,native,31.88888888888889,-0.16658416272616117,-0.5789712480578053,0.6236933797909407
2016,competition,competition_130,competition_130,EG adult,10,EG,0.004,3,3,1,12,19.88888888888889,0,native,31.88888888888889,-0.16658416272616117,-0.5789712480578053,0.6236933797909407
2016,competition,competition_130,competition_130,EG adult,10,SP,0.006666666666666666,2,3,0.6666666666666666,12,19.88888888888889,0,native,31.88888888888889,-0.16658416272616117,-0.5789712480578053,0.6236933797909407
2016,competition,competition_136,competition_136,BH seed,80,AB,0.003333333333333333,1,3,0.3333333333333333,4,1200,1,non-native,1204,-0.31293827325559403,2.2015609385947967,0.9966777408637874
2016,competition,competition_136,competition_136,BH seed,80,EG,5e-4,1,2,0.5,4,1200,0,native,1204,-0.31293827325559403,2.2015609385947967,0.9966777408637874
2016,competition,competition_136,competition_136,BH seed,80,SP,0.01,3,3,1,4,1200,0,native,1204,-0.31293827325559403,2.2015609385947967,0.9966777408637874
2016,competition,competition_136,competition_136,BH seed,80,EG,0.001,3,3,1,4,1200,0,native,1204,-0.31293827325559403,2.2015609385947967,0.9966777408637874
2016,competition,competition_136,competition_136,BH seed,80,SP,0.023333333333333334,3,3,1,4,1200,0,native,1204,-0.31293827325559403,2.2015609385947967,0.9966777408637874
2016,competition,competition_138,competition_138,BH seed,80,AB,6.666666666666666e-4,2,3,0.6666666666666666,9,2546,1,non-native,2555,-0.22146695417469847,5.372954113353258,0.9964774951076321
2016,competition,competition_138,competition_138,BH seed,80,EG,0.004,3,3,1,9,2546,0,native,2555,-0.22146695417469847,5.372954113353258,0.9964774951076321
2016,competition,competition_138,competition_138,BH seed,80,SP,0.006666666666666666,2,3,0.6666666666666666,9,2546,0,native,2555,-0.22146695417469847,5.372954113353258,0.9964774951076321
2016,competition,competition_58,competition_58,SP adult,2,AB,0.001,3,3,1,12,92,1,non-native,104,-0.16658416272616117,-0.4090658352776962,0.8846153846153846
2016,competition,competition_58,competition_58,SP adult,2,EG,3.333333333333333e-4,1,3,0.3333333333333333,12,92,0,native,104,-0.16658416272616117,-0.4090658352776962,0.8846153846153846
2016,competition,competition_58,competition_58,SP adult,2,SP,0.003333333333333333,1,3,0.3333333333333333,12,92,0,native,104,-0.16658416272616117,-0.4090658352776962,0.8846153846153846
2016,competition,competition_58,competition_58,SP adult,2,EG,0.004,3,3,1,12,92,0,native,104,-0.16658416272616117,-0.4090658352776962,0.8846153846153846
2016,competition,competition_140,competition_140,EG seed,10,AB,0.004,3,3,1,23,105.2222222222222,1,non-native,128.2222222222222,0.03465273925180903,-0.37791214633958686,0.8206239168110918
2016,competition,competition_140,competition_140,EG seed,10,EG,0.001,3,3,1,23,105.2222222222222,0,native,128.2222222222222,0.03465273925180903,-0.37791214633958686,0.8206239168110918
2016,competition,competition_140,competition_140,EG seed,10,SP,0.02,2,3,0.6666666666666666,23,105.2222222222222,0,native,128.2222222222222,0.03465273925180903,-0.37791214633958686,0.8206239168110918
2016,competition,competition_140,competition_140,EG seed,10,EG,0.020333333333333332,3,3,1,23,105.2222222222222,0,native,128.2222222222222,0.03465273925180903,-0.37791214633958686,0.8206239168110918
2016,competition,competition_143,competition_143,EG seed,20,BD,3.333333333333333e-4,1,3,0.3333333333333333,62,166.33333333333331,1,non-native,228.33333333333331,0.7481290280827942,-0.23392450839034185,0.7284671532846715
2016,competition,competition_143,competition_143,EG seed,20,EG,0.020333333333333332,3,3,1,62,166.33333333333331,0,native,228.33333333333331,0.7481290280827942,-0.23392450839034185,0.7284671532846715
2016,competition,competition_143,competition_143,EG seed,20,SP,0.020333333333333332,3,3,1,62,166.33333333333331,0,native,228.33333333333331,0.7481290280827942,-0.23392450839034185,0.7284671532846715
2016,competition,competition_143,competition_143,EG seed,20,EG,6.666666666666666e-4,2,3,0.6666666666666666,62,166.33333333333331,0,native,228.33333333333331,0.7481290280827942,-0.23392450839034185,0.7284671532846715
2016,competition,competition_147,competition_147,BD seed,10,AB,0.003333333333333333,1,3,0.3333333333333333,3,357,1,non-native,360,-0.33123253707177314,0.21531692201130256,0.9916666666666667
2016,competition,competition_147,competition_147,BD seed,10,EG,0.004,3,3,1,3,357,0,native,360,-0.33123253707177314,0.21531692201130256,0.9916666666666667
2016,competition,competition_147,competition_147,BD seed,10,SP,0.01,3,3,1,3,357,0,native,360,-0.33123253707177314,0.21531692201130256,0.9916666666666667
2016,competition,competition_149,competition_149,SP seed,40,AB,0.001,3,3,1,12,32,1,non-native,44,-0.16658416272616117,-0.5504355161733185,0.7272727272727273
2016,competition,competition_149,competition_149,SP seed,40,BD,0.01,1,1,1,12,32,1,non-native,44,-0.16658416272616117,-0.5504355161733185,0.7272727272727273
2016,competition,competition_149,competition_149,SP seed,40,EG,0.004,3,3,1,12,32,0,native,44,-0.16658416272616117,-0.5504355161733185,0.7272727272727273
2016,competition,competition_149,competition_149,SP seed,40,SP,6.666666666666666e-4,2,3,0.6666666666666666,12,32,0,native,44,-0.16658416272616117,-0.5504355161733185,0.7272727272727273
2016,competition,competition_149,competition_149,SP seed,40,EG,0.023333333333333334,3,3,1,12,32,0,native,44,-0.16658416272616117,-0.5504355161733185,0.7272727272727273
2016,competition,competition_149,competition_149,SP seed,40,SP,0.006666666666666666,2,3,0.6666666666666666,12,32,0,native,44,-0.16658416272616117,-0.5504355161733185,0.7272727272727273
2016,competition,competition_152,competition_152,EG adult,10,AB,0.03666666666666667,3,3,1,18,80,1,non-native,98,-0.05681857982908651,-0.4373397714568206,0.8163265306122449
2016,competition,competition_152,competition_152,EG adult,10,EG,0.003666666666666667,2,3,0.6666666666666666,18,80,0,native,98,-0.05681857982908651,-0.4373397714568206,0.8163265306122449
2016,competition,competition_152,competition_152,EG adult,10,SP,3.333333333333333e-4,1,3,0.3333333333333333,18,80,0,native,98,-0.05681857982908651,-0.4373397714568206,0.8163265306122449
2016,competition,competition_152,competition_152,EG adult,10,EG,0.006999999999999999,3,3,1,18,80,0,native,98,-0.05681857982908651,-0.4373397714568206,0.8163265306122449
2016,competition,competition_152,competition_152,EG adult,10,SP,0.004,3,3,1,18,80,0,native,98,-0.05681857982908651,-0.4373397714568206,0.8163265306122449
2016,competition,competition_157,competition_157,EG adult,6,AB,0.003333333333333333,1,3,0.3333333333333333,11,142,1,non-native,153,-0.18487842654234027,-0.29125776786467755,0.9281045751633987
2016,competition,competition_157,competition_157,EG adult,6,EG,0.003666666666666667,2,3,0.6666666666666666,11,142,0,native,153,-0.18487842654234027,-0.29125776786467755,0.9281045751633987
2016,competition,competition_157,competition_157,EG adult,6,EG,0.004,3,3,1,11,142,0,native,153,-0.18487842654234027,-0.29125776786467755,0.9281045751633987
2016,competition,competition_157,competition_157,EG adult,6,SP,0.050333333333333334,3,3,1,11,142,0,native,153,-0.18487842654234027,-0.29125776786467755,0.9281045751633987
2016,competition,competition_59,competition_59,SP adult,2,BH,0.003333333333333333,1,3,0.3333333333333333,8,57.2222222222222,1,non-native,65.2222222222222,-0.2397612179908776,-0.4910078910560847,0.877342419080068
2016,competition,competition_59,competition_59,SP adult,2,EG,0.003666666666666667,2,3,0.6666666666666666,8,57.2222222222222,0,native,65.2222222222222,-0.2397612179908776,-0.4910078910560847,0.877342419080068
2016,competition,competition_59,competition_59,SP adult,2,SP,0.001,3,3,1,8,57.2222222222222,0,native,65.2222222222222,-0.2397612179908776,-0.4910078910560847,0.877342419080068
2016,competition,competition_59,competition_59,SP adult,2,SP,0.08333333333333334,3,3,1,8,57.2222222222222,0,native,65.2222222222222,-0.2397612179908776,-0.4910078910560847,0.877342419080068
2016,competition,competition_162,competition_162,EG adult,6,AB,0.01,1,1,1,8,116,1,non-native,124,-0.2397612179908776,-0.35251796291944726,0.9354838709677419
2016,competition,competition_162,competition_162,EG adult,6,BD,5e-4,1,2,0.5,8,116,1,non-native,124,-0.2397612179908776,-0.35251796291944726,0.9354838709677419
2016,competition,competition_162,competition_162,EG adult,6,SP,0.001,3,3,1,8,116,0,native,124,-0.2397612179908776,-0.35251796291944726,0.9354838709677419
2016,competition,competition_162,competition_162,EG adult,6,EG,0.004,3,3,1,8,116,0,native,124,-0.2397612179908776,-0.35251796291944726,0.9354838709677419
2016,competition,competition_162,competition_162,EG adult,6,SP,0.020333333333333332,3,3,1,8,116,0,native,124,-0.2397612179908776,-0.35251796291944726,0.9354838709677419
2016,competition,competition_167,competition_167,AB seed,40,AB,3.333333333333333e-4,1,3,0.3333333333333333,6,163,1,non-native,169,-0.27634974562323583,-0.24177837955120973,0.9644970414201184
2016,competition,competition_167,competition_167,AB seed,40,BD,0.006999999999999999,3,3,1,6,163,1,non-native,169,-0.27634974562323583,-0.24177837955120973,0.9644970414201184
2016,competition,competition_167,competition_167,AB seed,40,EG,6.666666666666666e-4,2,3,0.6666666666666666,6,163,0,native,169,-0.27634974562323583,-0.24177837955120973,0.9644970414201184
2016,competition,competition_167,competition_167,AB seed,40,EG,6.666666666666666e-4,2,3,0.6666666666666666,6,163,0,native,169,-0.27634974562323583,-0.24177837955120973,0.9644970414201184
2016,competition,competition_167,competition_167,AB seed,40,SP,0.006999999999999999,3,3,1,6,163,0,native,169,-0.27634974562323583,-0.24177837955120973,0.9644970414201184
2016,competition,competition_170,competition_170,EG seed,100,AB,0.01,2,2,1,183,226.88888888888889,1,non-native,409.8888888888889,2.9617349498404666,-0.09124584896790815,0.553537544049878
2016,competition,competition_170,competition_170,EG seed,100,EG,0.023333333333333334,3,3,1,183,226.88888888888889,0,native,409.8888888888889,2.9617349498404666,-0.09124584896790815,0.553537544049878
2016,competition,competition_170,competition_170,EG seed,100,EG,0.017,2,3,0.6666666666666666,183,226.88888888888889,0,native,409.8888888888889,2.9617349498404666,-0.09124584896790815,0.553537544049878
2016,competition,competition_170,competition_170,EG seed,100,SP,0.004,3,3,1,183,226.88888888888889,0,native,409.8888888888889,2.9617349498404666,-0.09124584896790815,0.553537544049878
2016,competition,competition_171,competition_171,BH seed,40,EG,0.003666666666666667,2,3,0.6666666666666666,3,1108.7777777777778,0,native,1111.7777777777778,-0.33123253707177314,1.9866266644923782,0.9973016190285828
2016,competition,competition_171,competition_171,BH seed,40,EG,0.001,3,3,1,3,1108.7777777777778,0,native,1111.7777777777778,-0.33123253707177314,1.9866266644923782,0.9973016190285828
2016,competition,competition_171,competition_171,BH seed,40,SP,0.03666666666666667,3,3,1,3,1108.7777777777778,0,native,1111.7777777777778,-0.33123253707177314,1.9866266644923782,0.9973016190285828
2016,competition,competition_172,competition_172,EG seed,20,EG,6.666666666666666e-4,2,3,0.6666666666666666,33,142,0,native,175,0.2175953774136001,-0.29125776786467755,0.8114285714285714
2016,competition,competition_172,competition_172,EG seed,20,EG,0.004,3,3,1,33,142,0,native,175,0.2175953774136001,-0.29125776786467755,0.8114285714285714
2016,competition,competition_172,competition_172,EG seed,20,SP,0.01,3,3,1,33,142,0,native,175,0.2175953774136001,-0.29125776786467755,0.8114285714285714
2016,competition,competition_175,competition_175,EG adult,2,AB,0.01,3,3,1,8,26,1,non-native,34,-0.2397612179908776,-0.5645724842628808,0.7647058823529411
2016,competition,competition_175,competition_175,EG adult,2,BH,0.0055000000000000005,2,2,1,8,26,1,non-native,34,-0.2397612179908776,-0.5645724842628808,0.7647058823529411
2016,competition,competition_175,competition_175,EG adult,2,EG,0.001,3,3,1,8,26,0,native,34,-0.2397612179908776,-0.5645724842628808,0.7647058823529411
2016,competition,competition_175,competition_175,EG adult,2,SP,0.003666666666666667,2,3,0.6666666666666666,8,26,0,native,34,-0.2397612179908776,-0.5645724842628808,0.7647058823529411
2016,competition,competition_175,competition_175,EG adult,2,EG,0.001,3,3,1,8,26,0,native,34,-0.2397612179908776,-0.5645724842628808,0.7647058823529411
2016,competition,competition_175,competition_175,EG adult,2,SP,0.023333333333333334,3,3,1,8,26,0,native,34,-0.2397612179908776,-0.5645724842628808,0.7647058823529411
2016,competition,competition_13,competition_13,All,1,AB,0.006999999999999999,3,3,1,2,100.22222222222221,1,non-native,102.22222222222221,-0.34952680088795224,-0.38969295308088864,0.9804347826086957
2016,competition,competition_13,competition_13,All,1,EG,6.666666666666666e-4,2,3,0.6666666666666666,2,100.22222222222221,0,native,102.22222222222221,-0.34952680088795224,-0.38969295308088864,0.9804347826086957
2016,competition,competition_13,competition_13,All,1,SP,0.023333333333333334,3,3,1,2,100.22222222222221,0,native,102.22222222222221,-0.34952680088795224,-0.38969295308088864,0.9804347826086957
2016,competition,competition_15,competition_15,All,1,AB,0.004,3,3,1,2.5,156.72222222222223,1,non-native,159.22222222222223,-0.34037966897986266,-0.2565698369041776,0.9842986741102582
2016,competition,competition_15,competition_15,All,1,BH,3.333333333333333e-4,1,3,0.3333333333333333,2.5,156.72222222222223,1,non-native,159.22222222222223,-0.34037966897986266,-0.2565698369041776,0.9842986741102582
2016,competition,competition_15,competition_15,All,1,EG,0.001,3,3,1,2.5,156.72222222222223,0,native,159.22222222222223,-0.34037966897986266,-0.2565698369041776,0.9842986741102582
2016,competition,competition_15,competition_15,All,1,EG,0.020333333333333332,3,3,1,2.5,156.72222222222223,0,native,159.22222222222223,-0.34037966897986266,-0.2565698369041776,0.9842986741102582
2016,competition,competition_15,competition_15,All,1,SP,0.06666666666666667,3,3,1,2.5,156.72222222222223,0,native,159.22222222222223,-0.34037966897986266,-0.2565698369041776,0.9842986741102582
2016,competition,competition_17,competition_17,All,1,AB,0.003666666666666667,2,3,0.6666666666666666,3,113.1111111111111,1,non-native,116.1111111111111,-0.33123253707177314,-0.35932465125886615,0.9741626794258373
2016,competition,competition_17,competition_17,All,1,BH,5e-4,1,2,0.5,3,113.1111111111111,1,non-native,116.1111111111111,-0.33123253707177314,-0.35932465125886615,0.9741626794258373
2016,competition,competition_17,competition_17,All,1,EG,0.001,3,3,1,3,113.1111111111111,0,native,116.1111111111111,-0.33123253707177314,-0.35932465125886615,0.9741626794258373
2016,competition,competition_17,competition_17,All,1,EG,0.004,3,3,1,3,113.1111111111111,0,native,116.1111111111111,-0.33123253707177314,-0.35932465125886615,0.9741626794258373
2016,competition,competition_17,competition_17,All,1,SP,0.06666666666666667,3,3,1,3,113.1111111111111,0,native,116.1111111111111,-0.33123253707177314,-0.35932465125886615,0.9741626794258373
2016,competition,competition_22,competition_22,All,1,AB,0.003333333333333333,1,3,0.3333333333333333,3.5,41.05555555555556,1,non-native,44.55555555555556,-0.32208540516368356,-0.529099166186294,0.9214463840399002
2016,competition,competition_22,competition_22,All,1,EG,0.003666666666666667,2,3,0.6666666666666666,3.5,41.05555555555556,0,native,44.55555555555556,-0.32208540516368356,-0.529099166186294,0.9214463840399002
2016,competition,competition_22,competition_22,All,1,SP,3.333333333333333e-4,1,3,0.3333333333333333,3.5,41.05555555555556,0,native,44.55555555555556,-0.32208540516368356,-0.529099166186294,0.9214463840399002
2016,competition,competition_22,competition_22,All,1,SP,0.020333333333333332,3,3,1,3.5,41.05555555555556,0,native,44.55555555555556,-0.32208540516368356,-0.529099166186294,0.9214463840399002
2016,competition,competition_187,competition_187,BD seed,80,AB,6.666666666666666e-4,2,3,0.6666666666666666,7,167.1111111111111,1,non-native,174.1111111111111,-0.2580554818070567,-0.23209193845280604,0.9597957881301851
2016,competition,competition_187,competition_187,BD seed,80,EG,0.004,3,3,1,7,167.1111111111111,0,native,174.1111111111111,-0.2580554818070567,-0.23209193845280604,0.9597957881301851
2016,competition,competition_187,competition_187,BD seed,80,EG,6.666666666666666e-4,2,3,0.6666666666666666,7,167.1111111111111,0,native,174.1111111111111,-0.2580554818070567,-0.23209193845280604,0.9597957881301851
2016,competition,competition_187,competition_187,BD seed,80,SP,0.03666666666666667,3,3,1,7,167.1111111111111,0,native,174.1111111111111,-0.2580554818070567,-0.23209193845280604,0.9597957881301851
2016,competition,competition_188,competition_188,AB seed,10,BD,0.01,1,1,1,5,215,1,non-native,220,-0.29464400943941493,-0.11925798944167035,0.9772727272727273
2016,competition,competition_188,competition_188,AB seed,10,BH,3.333333333333333e-4,1,3,0.3333333333333333,5,215,1,non-native,220,-0.29464400943941493,-0.11925798944167035,0.9772727272727273
2016,competition,competition_188,competition_188,AB seed,10,EG,0.001,3,3,1,5,215,0,native,220,-0.29464400943941493,-0.11925798944167035,0.9772727272727273
2016,competition,competition_188,competition_188,AB seed,10,SP,0.004,3,3,1,5,215,0,native,220,-0.29464400943941493,-0.11925798944167035,0.9772727272727273
2016,competition,competition_188,competition_188,AB seed,10,SP,0.020333333333333332,3,3,1,5,215,0,native,220,-0.29464400943941493,-0.11925798944167035,0.9772727272727273
2016,competition,competition_191,competition_191,BD seed,80,AB,6.666666666666666e-4,2,3,0.6666666666666666,3,679.7777777777778,1,non-native,682.7777777777778,-0.33123253707177314,0.9758334460886785,0.995606183889341
2016,competition,competition_191,competition_191,BD seed,80,SP,6.666666666666666e-4,2,3,0.6666666666666666,3,679.7777777777778,0,native,682.7777777777778,-0.33123253707177314,0.9758334460886785,0.995606183889341
2016,competition,competition_191,competition_191,BD seed,80,EG,0.02,2,3,0.6666666666666666,3,679.7777777777778,0,native,682.7777777777778,-0.33123253707177314,0.9758334460886785,0.995606183889341
2016,competition,competition_191,competition_191,BD seed,80,SP,0.03333333333333333,2,3,0.6666666666666666,3,679.7777777777778,0,native,682.7777777777778,-0.33123253707177314,0.9758334460886785,0.995606183889341
2016,competition,competition_196,competition_196,BH seed,20,EG,0.003333333333333333,1,3,0.3333333333333333,3,1054.6666666666667,0,native,1057.6666666666667,-0.33123253707177314,1.859132155980956,0.9971635676016388
2016,competition,competition_196,competition_196,BH seed,20,SP,0.023333333333333334,3,3,1,3,1054.6666666666667,0,native,1057.6666666666667,-0.33123253707177314,1.859132155980956,0.9971635676016388
2016,competition,competition_199,competition_199,BD seed,40,EG,6.666666666666666e-4,2,3,0.6666666666666666,7,78,0,native,85,-0.2580554818070567,-0.4420520941533414,0.9176470588235294
2016,competition,competition_199,competition_199,BD seed,40,SP,6.666666666666666e-4,2,3,0.6666666666666666,7,78,0,native,85,-0.2580554818070567,-0.4420520941533414,0.9176470588235294
2016,competition,competition_199,competition_199,BD seed,40,SP,0.020333333333333332,3,3,1,7,78,0,native,85,-0.2580554818070567,-0.4420520941533414,0.9176470588235294
2016,competition,competition_210,competition_210,EG seed,40,AB,0.003666666666666667,2,3,0.6666666666666666,16,59.3333333333333,1,non-native,75.3333333333333,-0.09340710746144473,-0.4860337726542017,0.7876106194690264
2016,competition,competition_210,competition_210,EG seed,40,EG,0.006999999999999999,3,3,1,16,59.3333333333333,0,native,75.3333333333333,-0.09340710746144473,-0.4860337726542017,0.7876106194690264
2016,competition,competition_210,competition_210,EG seed,40,EG,0.004,3,3,1,16,59.3333333333333,0,native,75.3333333333333,-0.09340710746144473,-0.4860337726542017,0.7876106194690264
2016,competition,competition_210,competition_210,EG seed,40,SP,0.033666666666666664,3,3,1,16,59.3333333333333,0,native,75.3333333333333,-0.09340710746144473,-0.4860337726542017,0.7876106194690264
2016,competition,competition_211,competition_211,EG seed,80,AB,0.001,3,3,1,36,49,1,non-native,85,0.27247816886213744,-0.5103807732528922,0.5764705882352941
2016,competition,competition_211,competition_211,EG seed,80,EG,6.666666666666666e-4,2,3,0.6666666666666666,36,49,0,native,85,0.27247816886213744,-0.5103807732528922,0.5764705882352941
