year,experiment,plot,subplot,host,mean.dam,leaves.dam,leaves.tot,prop.dam,native.density,nonnative.density,nonnative,origin,total.density,natdens.s,nondens.s
2015,transect,transect_1,transect_1A,AB,2.5e-4,1,4,0.25,9,17.777777778,1,non-native,26.777777778,0.4855784631586983,-1.1328702148253622
2015,transect,transect_1,transect_1A,AB,0,0,2,0,9,17.777777778,1,non-native,26.777777778,0.4855784631586983,-1.1328702148253622
2015,transect,transect_1,transect_1A,AB,5e-4,1,2,0.5,9,17.777777778,1,non-native,26.777777778,0.4855784631586983,-1.1328702148253622
2015,transect,transect_1,transect_1A,BH,0.03333333333333333,1,3,0.3333333333333333,9,17.777777778,1,non-native,26.777777778,0.4855784631586983,-1.1328702148253622
2015,transect,transect_1,transect_1A,SP,0.005333333333333333,5,6,0.8333333333333334,9,17.777777778,0,native,26.777777778,0.4855784631586983,-1.1328702148253622
2015,transect,transect_1,transect_1A,SP,0.02183333333333333,6,6,1,9,17.777777778,0,native,26.777777778,0.4855784631586983,-1.1328702148253622
2015,transect,transect_1,transect_1A,SP,0.018500000000000003,3,6,0.5,9,17.777777778,0,native,26.777777778,0.4855784631586983,-1.1328702148253622
2015,transect,transect_1,transect_1C,AB,0.002,3,6,0.5,8,275,1,non-native,283,0.28859087292904273,-0.33649503815709103
2015,transect,transect_1,transect_1C,AB,0,0,4,0,8,275,1,non-native,283,0.28859087292904273,-0.33649503815709103
2015,transect,transect_1,transect_1C,AB,0.04166666666666667,1,6,0.16666666666666666,8,275,1,non-native,283,0.28859087292904273,-0.33649503815709103
2015,transect,transect_1,transect_1C,BH,0.01,1,1,1,8,275,1,non-native,283,0.28859087292904273,-0.33649503815709103
2015,transect,transect_1,transect_1C,SP,0.012166666666666666,6,6,1,8,275,0,native,283,0.28859087292904273,-0.33649503815709103
2015,transect,transect_1,transect_1C,SP,0.0055000000000000005,6,6,1,8,275,0,native,283,0.28859087292904273,-0.33649503815709103
2015,transect,transect_1,transect_1C,SP,0.010333333333333335,4,6,0.6666666666666666,8,275,0,native,283,0.28859087292904273,-0.33649503815709103
2015,transect,transect_1,transect_1E,AB,0.010166666666666666,3,6,0.5,1,305.55555558,1,non-native,306.55555558,-1.0903222586785462,-0.24189323523736483
2015,transect,transect_1,transect_1E,SP,0.004,6,6,1,1,305.55555558,0,native,306.55555558,-1.0903222586785462,-0.24189323523736483
2015,transect,transect_1,transect_1E,SP,0.0023333333333333335,5,6,0.8333333333333334,1,305.55555558,0,native,306.55555558,-1.0903222586785462,-0.24189323523736483
2015,transect,transect_2,transect_2A,PA,5e-4,3,6,0.5,0,7,1,non-native,7,-1.2873098489082018,-1.1662388507383132
2015,transect,transect_2,transect_2A,PA,0.008333333333333333,1,6,0.16666666666666666,0,7,1,non-native,7,-1.2873098489082018,-1.1662388507383132
2015,transect,transect_2,transect_2A,PA,3.333333333333333e-4,2,6,0.3333333333333333,0,7,1,non-native,7,-1.2873098489082018,-1.1662388507383132
2015,transect,transect_2,transect_2C,AB,0.12525,2,4,0.5,4,357.88888887,1,non-native,361.88888887,-0.4993594879895796,-0.07986614759136322
2015,transect,transect_2,transect_2C,AB,0,0,5,0,4,357.88888887,1,non-native,361.88888887,-0.4993594879895796,-0.07986614759136322
2015,transect,transect_2,transect_2C,AB,0.017,2,3,0.6666666666666666,4,357.88888887,1,non-native,361.88888887,-0.4993594879895796,-0.07986614759136322
2015,transect,transect_2,transect_2C,PA,0.025,2,6,0.3333333333333333,4,357.88888887,1,non-native,361.88888887,-0.4993594879895796,-0.07986614759136322
2015,transect,transect_2,transect_2C,PA,1.6666666666666666e-4,1,6,0.16666666666666666,4,357.88888887,1,non-native,361.88888887,-0.4993594879895796,-0.07986614759136322
2015,transect,transect_2,transect_2C,PA,1.6666666666666666e-4,1,6,0.16666666666666666,4,357.88888887,1,non-native,361.88888887,-0.4993594879895796,-0.07986614759136322
2015,transect,transect_2,transect_2C,SP,0.047,6,6,1,4,357.88888887,0,native,361.88888887,-0.4993594879895796,-0.07986614759136322
2015,transect,transect_2,transect_2C,SP,3.333333333333333e-4,2,6,0.3333333333333333,4,357.88888887,0,native,361.88888887,-0.4993594879895796,-0.07986614759136322
2015,transect,transect_2,transect_2C,SP,5e-4,3,6,0.5,4,357.88888887,0,native,361.88888887,-0.4993594879895796,-0.07986614759136322
2015,transect,transect_2,transect_2E,AB,0,0,3,0,10,141.66666666999998,1,non-native,151.66666666999998,0.6825660533883539,-0.7493029051026029
2015,transect,transect_2,transect_2E,AB,0.005,2,4,0.5,10,141.66666666999998,1,non-native,151.66666666999998,0.6825660533883539,-0.7493029051026029
2015,transect,transect_2,transect_2E,AB,0.0022,2,5,0.4,10,141.66666666999998,1,non-native,151.66666666999998,0.6825660533883539,-0.7493029051026029
2015,transect,transect_2,transect_2E,SP,0.018833333333333334,6,6,1,10,141.66666666999998,0,native,151.66666666999998,0.6825660533883539,-0.7493029051026029
2015,transect,transect_2,transect_2E,SP,0.015166666666666667,6,6,1,10,141.66666666999998,0,native,151.66666666999998,0.6825660533883539,-0.7493029051026029
2015,transect,transect_2,transect_2E,SP,0.020333333333333332,6,6,1,10,141.66666666999998,0,native,151.66666666999998,0.6825660533883539,-0.7493029051026029
2015,transect,transect_3,transect_3A,AB,0,0,6,0,8,165.000000001,1,non-native,173.000000001,0.28859087292904273,-0.6770615283925564
2015,transect,transect_3,transect_3A,AB,0.017,2,3,0.6666666666666666,8,165.000000001,1,non-native,173.000000001,0.28859087292904273,-0.6770615283925564
2015,transect,transect_3,transect_3A,AB,0.13,2,2,1,8,165.000000001,1,non-native,173.000000001,0.28859087292904273,-0.6770615283925564
2015,transect,transect_3,transect_3A,AB,0.025,1,2,0.5,8,165.000000001,1,non-native,173.000000001,0.28859087292904273,-0.6770615283925564
2015,transect,transect_3,transect_3A,SP,0.013666666666666667,6,6,1,8,165.000000001,0,native,173.000000001,0.28859087292904273,-0.6770615283925564
2015,transect,transect_3,transect_3A,SP,0.006999999999999999,6,6,1,8,165.000000001,0,native,173.000000001,0.28859087292904273,-0.6770615283925564
2015,transect,transect_3,transect_3A,SP,0.05333333333333333,6,6,1,8,165.000000001,0,native,173.000000001,0.28859087292904273,-0.6770615283925564
2015,transect,transect_3,transect_3C,AB,0.050499999999999996,2,2,1,6,623.33333337,1,non-native,629.33333337,-0.10538430753026841,0.7419655143785421
2015,transect,transect_3,transect_3C,SP,0.06183333333333334,6,6,1,6,623.33333337,0,native,629.33333337,-0.10538430753026841,0.7419655143785421
2015,transect,transect_3,transect_3C,SP,0.020333333333333332,6,6,1,6,623.33333337,0,native,629.33333337,-0.10538430753026841,0.7419655143785421
2015,transect,transect_3,transect_3C,SP,0.016666666666666666,6,6,1,6,623.33333337,0,native,629.33333337,-0.10538430753026841,0.7419655143785421
2015,transect,transect_3,transect_3E,AB,0.125,1,2,0.5,1,648.88888892,1,non-native,649.88888892,-1.0903222586785462,0.8210870221945429
2015,transect,transect_3,transect_3E,AB,0.005,1,2,0.5,1,648.88888892,1,non-native,649.88888892,-1.0903222586785462,0.8210870221945429
2015,transect,transect_3,transect_3E,BD,0.001,1,1,1,1,648.88888892,1,non-native,649.88888892,-1.0903222586785462,0.8210870221945429
2015,transect,transect_3,transect_3E,BD,0.001,1,1,1,1,648.88888892,1,non-native,649.88888892,-1.0903222586785462,0.8210870221945429
2015,transect,transect_3,transect_3E,SP,0.0455,6,6,1,1,648.88888892,0,native,649.88888892,-1.0903222586785462,0.8210870221945429
2015,transect,transect_4,transect_4A,AB,0.33666666666666667,3,3,1,7,368.88888894400003,1,non-native,375.88888894400003,0.09160328269938715,-0.045809498338398674
2015,transect,transect_4,transect_4A,AB,0.017,2,3,0.6666666666666666,7,368.88888894400003,1,non-native,375.88888894400003,0.09160328269938715,-0.045809498338398674
2015,transect,transect_4,transect_4A,SP,0.020333333333333332,6,6,1,7,368.88888894400003,0,native,375.88888894400003,0.09160328269938715,-0.045809498338398674
2015,transect,transect_4,transect_4A,SP,0.0255,6,6,1,7,368.88888894400003,0,native,375.88888894400003,0.09160328269938715,-0.045809498338398674
2015,transect,transect_4,transect_4A,SP,0.022000000000000002,6,6,1,7,368.88888894400003,0,native,375.88888894400003,0.09160328269938715,-0.045809498338398674
2015,transect,transect_4,transect_4C,AB,0.5,1,1,1,7,344.444444422,1,non-native,351.444444422,0.09160328269938715,-0.12149094085375119
2015,transect,transect_4,transect_4C,AB,0.06275,2,4,0.5,7,344.444444422,1,non-native,351.444444422,0.09160328269938715,-0.12149094085375119
2015,transect,transect_4,transect_4C,AB,0.050333333333333334,3,3,1,7,344.444444422,1,non-native,351.444444422,0.09160328269938715,-0.12149094085375119
2015,transect,transect_4,transect_4C,BD,0.001,1,1,1,7,344.444444422,1,non-native,351.444444422,0.09160328269938715,-0.12149094085375119
2015,transect,transect_4,transect_4C,BD,0.005,1,2,0.5,7,344.444444422,1,non-native,351.444444422,0.09160328269938715,-0.12149094085375119
2015,transect,transect_4,transect_4C,BD,0,0,1,0,7,344.444444422,1,non-native,351.444444422,0.09160328269938715,-0.12149094085375119
2015,transect,transect_4,transect_4C,SP,0.010666666666666666,6,6,1,7,344.444444422,0,native,351.444444422,0.09160328269938715,-0.12149094085375119
2015,transect,transect_4,transect_4C,SP,0.012166666666666666,6,6,1,7,344.444444422,0,native,351.444444422,0.09160328269938715,-0.12149094085375119
2015,transect,transect_4,transect_4C,SP,0.022000000000000002,6,6,1,7,344.444444422,0,native,351.444444422,0.09160328269938715,-0.12149094085375119
2015,transect,transect_4,transect_4E,AB,0,0,1,0,1,915.55555552,1,non-native,916.55555552,-1.0903222586785462,1.6467027558998029
2015,transect,transect_4,transect_4E,AB,0.050499999999999996,2,2,1,1,915.55555552,1,non-native,916.55555552,-1.0903222586785462,1.6467027558998029
2015,transect,transect_4,transect_4E,AB,0.19,2,4,0.5,1,915.55555552,1,non-native,916.55555552,-1.0903222586785462,1.6467027558998029
2015,transect,transect_4,transect_4E,BD,0.2505,2,2,1,1,915.55555552,1,non-native,916.55555552,-1.0903222586785462,1.6467027558998029
2015,transect,transect_4,transect_4E,BD,0.1,1,1,1,1,915.55555552,1,non-native,916.55555552,-1.0903222586785462,1.6467027558998029
2015,transect,transect_4,transect_4E,SP,0.030166666666666665,6,6,1,1,915.55555552,0,native,916.55555552,-1.0903222586785462,1.6467027558998029
2015,transect,transect_5,transect_5A,BD,0,0,3,0,7,489.999999963,1,non-native,496.999999963,0.09160328269938715,0.3291576471946338
2015,transect,transect_5,transect_5A,BD,0.001,1,1,1,7,489.999999963,1,non-native,496.999999963,0.09160328269938715,0.3291576471946338
2015,transect,transect_5,transect_5A,BH,0.25,1,2,0.5,7,489.999999963,1,non-native,496.999999963,0.09160328269938715,0.3291576471946338
2015,transect,transect_5,transect_5A,EG,0.009000000000000001,5,6,0.8333333333333334,7,489.999999963,0,native,496.999999963,0.09160328269938715,0.3291576471946338
2015,transect,transect_5,transect_5A,EG,0.0023333333333333335,5,6,0.8333333333333334,7,489.999999963,0,native,496.999999963,0.09160328269938715,0.3291576471946338
2015,transect,transect_5,transect_5A,EG,0.003666666666666667,4,6,0.6666666666666666,7,489.999999963,0,native,496.999999963,0.09160328269938715,0.3291576471946338
2015,transect,transect_5,transect_5C,AB,0.008333333333333333,1,6,0.16666666666666666,5,292.77777781,1,non-native,297.77777781,-0.30237189775992396,-0.28145398912988495
2015,transect,transect_5,transect_5C,BH,0,0,2,0,5,292.77777781,1,non-native,297.77777781,-0.30237189775992396,-0.28145398912988495
2015,transect,transect_5,transect_5C,BH,0.05,1,1,1,5,292.77777781,1,non-native,297.77777781,-0.30237189775992396,-0.28145398912988495
2015,transect,transect_5,transect_5C,EG,0.001,6,6,1,5,292.77777781,0,native,297.77777781,-0.30237189775992396,-0.28145398912988495
2015,transect,transect_5,transect_5C,EG,0.009166666666666667,6,6,1,5,292.77777781,0,native,297.77777781,-0.30237189775992396,-0.28145398912988495
2015,transect,transect_5,transect_5C,SP,0.0055000000000000005,6,6,1,5,292.77777781,0,native,297.77777781,-0.30237189775992396,-0.28145398912988495
2015,transect,transect_5,transect_5E,BD,0,0,1,0,2,1630,1,non-native,1632,-0.8933346684488906,3.858664909781551
2015,transect,transect_5,transect_5E,BH,0.005,1,2,0.5,2,1630,1,non-native,1632,-0.8933346684488906,3.858664909781551
2015,transect,transect_5,transect_5E,EG,0.0175,6,6,1,2,1630,0,native,1632,-0.8933346684488906,3.858664909781551
2015,transect,transect_5,transect_5E,EG,0.034,5,6,0.8333333333333334,2,1630,0,native,1632,-0.8933346684488906,3.858664909781551
2015,transect,transect_6,transect_6A,AB,0.5,1,1,1,8,577.7777777800001,1,non-native,585.7777777800001,0.28859087292904273,0.6009228263953243
2015,transect,transect_6,transect_6A,AB,2.5e-4,1,4,0.25,8,577.7777777800001,1,non-native,585.7777777800001,0.28859087292904273,0.6009228263953243
