year,month,experiment,plot,subplot,host,grass.group,nonnative,plant,leaf,infected,surface
2015,April,transect,transect_1,transect_1C,AB,"non-native
annual",1,10,2,0,0
2015,April,transect,transect_1,transect_1C,AB,"non-native
annual",1,10,3,1,0.25
2015,April,transect,transect_1,transect_1C,AB,"non-native
annual",1,10,4,0,0
2015,April,transect,transect_1,transect_1C,AB,"non-native
annual",1,10,5,0,0
2015,April,transect,transect_1,transect_1C,AB,"non-native
annual",1,10,6,0,0
2015,April,transect,transect_1,transect_1C,BH,"non-native
annual",1,11,1,1,0.01
2015,April,transect,transect_1,transect_1C,SP,"native
perennial",0,12,1,1,0.05
2015,April,transect,transect_1,transect_1C,SP,"native
perennial",0,12,2,1,0.001
2015,April,transect,transect_1,transect_1C,SP,"native
perennial",0,12,3,1,0.001
2015,April,transect,transect_1,transect_1C,SP,"native
perennial",0,12,4,1,0.01
2015,April,transect,transect_1,transect_1C,SP,"native
perennial",0,12,5,1,0.01
2015,April,transect,transect_1,transect_1C,SP,"native
perennial",0,12,6,1,0.001
2015,April,transect,transect_1,transect_1C,SP,"native
perennial",0,13,1,1,0.01
2015,April,transect,transect_1,transect_1C,SP,"native
perennial",0,13,2,1,0.001
2015,April,transect,transect_1,transect_1C,SP,"native
perennial",0,13,3,1,0.001
2015,April,transect,transect_1,transect_1C,SP,"native
perennial",0,13,4,1,0.001
2015,April,transect,transect_1,transect_1C,SP,"native
perennial",0,13,5,1,0.01
2015,April,transect,transect_1,transect_1C,SP,"native
perennial",0,13,6,1,0.01
2015,April,transect,transect_1,transect_1C,SP,"native
perennial",0,14,1,1,0.001
2015,April,transect,transect_1,transect_1C,SP,"native
perennial",0,14,2,0,0
2015,April,transect,transect_1,transect_1C,SP,"native
perennial",0,14,3,0,0
2015,April,transect,transect_1,transect_1C,SP,"native
perennial",0,14,4,1,0.01
2015,April,transect,transect_1,transect_1C,SP,"native
perennial",0,14,5,1,0.05
2015,April,transect,transect_1,transect_1C,SP,"native
perennial",0,14,6,1,0.001
2015,April,transect,transect_1,transect_1E,AB,"non-native
annual",1,15,1,1,0.001
2015,April,transect,transect_1,transect_1E,AB,"non-native
annual",1,15,2,0,0
2015,April,transect,transect_1,transect_1E,AB,"non-native
annual",1,15,3,0,0
2015,April,transect,transect_1,transect_1E,AB,"non-native
annual",1,15,4,1,0.01
2015,April,transect,transect_1,transect_1E,AB,"non-native
annual",1,15,5,1,0.05
2015,April,transect,transect_1,transect_1E,AB,"non-native
annual",1,15,6,0,0
2015,April,transect,transect_1,transect_1E,SP,"native
perennial",0,16,1,1,0.01
2015,April,transect,transect_1,transect_1E,SP,"native
perennial",0,16,2,1,0.001
2015,April,transect,transect_1,transect_1E,SP,"native
perennial",0,16,3,1,0.001
2015,April,transect,transect_1,transect_1E,SP,"native
perennial",0,16,4,1,0.001
2015,April,transect,transect_1,transect_1E,SP,"native
perennial",0,16,5,1,0.01
2015,April,transect,transect_1,transect_1E,SP,"native
perennial",0,16,6,1,0.001
2015,April,transect,transect_1,transect_1E,SP,"native
perennial",0,17,1,1,0.001
2015,April,transect,transect_1,transect_1E,SP,"native
perennial",0,17,2,1,0.001
2015,April,transect,transect_1,transect_1E,SP,"native
perennial",0,17,3,0,0
2015,April,transect,transect_1,transect_1E,SP,"native
perennial",0,17,4,1,0.001
2015,April,transect,transect_1,transect_1E,SP,"native
perennial",0,17,5,1,0.001
2015,April,transect,transect_1,transect_1E,SP,"native
perennial",0,17,6,1,0.01
2015,April,transect,transect_10,transect_10A,PA,"non-native
annual",1,153,1,1,0.001
2015,April,transect,transect_10,transect_10A,PA,"non-native
annual",1,153,2,0,0
2015,April,transect,transect_10,transect_10A,PA,"non-native
annual",1,153,3,0,0
2015,April,transect,transect_10,transect_10A,PA,"non-native
annual",1,153,4,1,0.01
2015,April,transect,transect_10,transect_10A,PA,"non-native
annual",1,153,5,0,0
2015,April,transect,transect_10,transect_10A,PA,"non-native
annual",1,153,6,0,0
2015,April,transect,transect_10,transect_10A,PA,"non-native
annual",1,154,1,0,0
2015,April,transect,transect_10,transect_10A,PA,"non-native
annual",1,154,2,0,0
2015,April,transect,transect_10,transect_10A,PA,"non-native
annual",1,154,3,0,0
2015,April,transect,transect_10,transect_10A,PA,"non-native
annual",1,154,4,0,0
2015,April,transect,transect_10,transect_10A,PA,"non-native
annual",1,154,5,0,0
2015,April,transect,transect_10,transect_10A,PA,"non-native
annual",1,154,6,1,0.01
2015,April,transect,transect_10,transect_10A,PA,"non-native
annual",1,155,1,0,0
2015,April,transect,transect_10,transect_10A,PA,"non-native
annual",1,155,2,0,0
2015,April,transect,transect_10,transect_10A,PA,"non-native
annual",1,155,3,0,0
2015,April,transect,transect_10,transect_10A,PA,"non-native
annual",1,155,4,0,0
2015,April,transect,transect_10,transect_10A,PA,"non-native
annual",1,155,5,1,0.001
2015,April,transect,transect_10,transect_10A,PA,"non-native
annual",1,155,6,0,0
2015,April,transect,transect_10,transect_10C,BD,"non-native
annual",1,156,1,0,0
2015,April,transect,transect_10,transect_10C,BD,"non-native
annual",1,156,2,0,0
2015,April,transect,transect_10,transect_10C,BD,"non-native
annual",1,156,3,0,0
2015,April,transect,transect_10,transect_10C,BD,"non-native
annual",1,156,4,1,0.05
2015,April,transect,transect_10,transect_10C,BD,"non-native
annual",1,156,5,1,0.001
2015,April,transect,transect_10,transect_10C,BD,"non-native
annual",1,156,6,0,0
2015,April,transect,transect_10,transect_10C,PA,"non-native
annual",1,157,1,1,0.05
2015,April,transect,transect_10,transect_10C,PA,"non-native
annual",1,157,2,1,0.01
2015,April,transect,transect_10,transect_10C,PA,"non-native
annual",1,157,3,1,0.001
2015,April,transect,transect_10,transect_10C,PA,"non-native
annual",1,157,4,0,0
2015,April,transect,transect_10,transect_10C,PA,"non-native
annual",1,157,5,0,0
2015,April,transect,transect_10,transect_10C,PA,"non-native
annual",1,157,6,0,0
2015,April,transect,transect_10,transect_10C,PA,"non-native
annual",1,158,1,0,0
2015,April,transect,transect_10,transect_10C,PA,"non-native
annual",1,158,2,1,0.01
2015,April,transect,transect_10,transect_10C,PA,"non-native
annual",1,158,3,0,0
2015,April,transect,transect_10,transect_10C,PA,"non-native
annual",1,158,4,0,0
2015,April,transect,transect_10,transect_10C,PA,"non-native
annual",1,158,5,0,0
2015,April,transect,transect_10,transect_10C,PA,"non-native
annual",1,158,6,1,0.01
2015,April,transect,transect_10,transect_10E,BD,"non-native
annual",1,159,1,0,0
2015,April,transect,transect_10,transect_10E,BD,"non-native
annual",1,159,2,0,0
2015,April,transect,transect_10,transect_10E,BD,"non-native
annual",1,160,1,0,0
2015,April,transect,transect_10,transect_10E,BD,"non-native
annual",1,160,2,0,0
2015,April,transect,transect_10,transect_10E,BD,"non-native
annual",1,160,3,1,0.001
2015,April,transect,transect_10,transect_10E,BD,"non-native
annual",1,161,1,0,0
2015,April,transect,transect_10,transect_10E,BD,"non-native
annual",1,161,2,1,0.05
2015,April,transect,transect_10,transect_10E,PA,"non-native
annual",1,162,1,0,0
2015,April,transect,transect_10,transect_10E,PA,"non-native
annual",1,162,2,0,0
2015,April,transect,transect_10,transect_10E,PA,"non-native
annual",1,162,3,0,0
2015,April,transect,transect_10,transect_10E,PA,"non-native
annual",1,162,4,0,0
2015,April,transect,transect_10,transect_10E,PA,"non-native
annual",1,162,5,0,0
2015,April,transect,transect_10,transect_10E,PA,"non-native
annual",1,162,6,1,0.001
2015,April,transect,transect_10,transect_10E,PA,"non-native
annual",1,163,1,1,0.1
2015,April,transect,transect_10,transect_10E,PA,"non-native
annual",1,163,2,0,0
2015,April,transect,transect_10,transect_10E,PA,"non-native
annual",1,163,3,0,0
2015,April,transect,transect_10,transect_10E,PA,"non-native
annual",1,163,4,0,0
2015,April,transect,transect_10,transect_10E,PA,"non-native
annual",1,163,5,1,0.001
2015,April,transect,transect_10,transect_10E,PA,"non-native
annual",1,163,6,0,0
2015,April,transect,transect_2,transect_2A,PA,"non-native
annual",1,18,1,1,0.001
2015,April,transect,transect_2,transect_2A,PA,"non-native
annual",1,18,2,0,0
2015,April,transect,transect_2,transect_2A,PA,"non-native
annual",1,18,3,0,0
2015,April,transect,transect_2,transect_2A,PA,"non-native
annual",1,18,4,0,0
2015,April,transect,transect_2,transect_2A,PA,"non-native
annual",1,18,5,1,0.001
2015,April,transect,transect_2,transect_2A,PA,"non-native
annual",1,18,6,1,0.001
2015,April,transect,transect_2,transect_2A,PA,"non-native
annual",1,19,1,0,0
2015,April,transect,transect_2,transect_2A,PA,"non-native
annual",1,19,2,0,0
2015,April,transect,transect_2,transect_2A,PA,"non-native
annual",1,19,3,0,0
2015,April,transect,transect_2,transect_2A,PA,"non-native
annual",1,19,4,0,0
2015,April,transect,transect_2,transect_2A,PA,"non-native
annual",1,19,5,1,0.05
2015,April,transect,transect_2,transect_2A,PA,"non-native
annual",1,19,6,0,0
2015,April,transect,transect_2,transect_2A,PA,"non-native
annual",1,20,1,1,0.001
2015,April,transect,transect_2,transect_2A,PA,"non-native
annual",1,20,2,0,0
2015,April,transect,transect_2,transect_2A,PA,"non-native
annual",1,20,3,0,0
2015,April,transect,transect_2,transect_2A,PA,"non-native
annual",1,20,4,0,0
2015,April,transect,transect_2,transect_2A,PA,"non-native
annual",1,20,5,0,0
2015,April,transect,transect_2,transect_2A,PA,"non-native
annual",1,20,6,1,0.001
2015,April,transect,transect_2,transect_2C,AB,"non-native
annual",1,21,1,0,0
2015,April,transect,transect_2,transect_2C,AB,"non-native
annual",1,21,2,0,0
2015,April,transect,transect_2,transect_2C,AB,"non-native
annual",1,21,3,1,0.001
2015,April,transect,transect_2,transect_2C,AB,"non-native
annual",1,21,4,1,0.5
2015,April,transect,transect_2,transect_2C,AB,"non-native
annual",1,22,1,0,0
2015,April,transect,transect_2,transect_2C,AB,"non-native
annual",1,22,2,0,0
2015,April,transect,transect_2,transect_2C,AB,"non-native
annual",1,22,3,0,0
2015,April,transect,transect_2,transect_2C,AB,"non-native
annual",1,22,4,0,0
2015,April,transect,transect_2,transect_2C,AB,"non-native
annual",1,22,5,0,0
2015,April,transect,transect_2,transect_2C,AB,"non-native
annual",1,23,1,0,0
2015,April,transect,transect_2,transect_2C,AB,"non-native
annual",1,23,2,1,0.001
2015,April,transect,transect_2,transect_2C,AB,"non-native
annual",1,23,3,1,0.05
2015,April,transect,transect_2,transect_2C,PA,"non-native
annual",1,24,1,0,0
2015,April,transect,transect_2,transect_2C,PA,"non-native
annual",1,24,2,0,0
2015,April,transect,transect_2,transect_2C,PA,"non-native
annual",1,24,3,0,0
2015,April,transect,transect_2,transect_2C,PA,"non-native
annual",1,24,4,0,0
2015,April,transect,transect_2,transect_2C,PA,"non-native
annual",1,24,5,1,0.1
2015,April,transect,transect_2,transect_2C,PA,"non-native
annual",1,24,6,1,0.05
2015,April,transect,transect_2,transect_2C,PA,"non-native
annual",1,25,1,0,0
2015,April,transect,transect_2,transect_2C,PA,"non-native
annual",1,25,2,1,0.001
2015,April,transect,transect_2,transect_2C,PA,"non-native
annual",1,25,3,0,0
2015,April,transect,transect_2,transect_2C,PA,"non-native
annual",1,25,4,0,0
2015,April,transect,transect_2,transect_2C,PA,"non-native
annual",1,25,5,0,0
2015,April,transect,transect_2,transect_2C,PA,"non-native
annual",1,25,6,0,0
2015,April,transect,transect_2,transect_2C,PA,"non-native
annual",1,26,1,0,0
2015,April,transect,transect_2,transect_2C,PA,"non-native
annual",1,26,2,0,0
2015,April,transect,transect_2,transect_2C,PA,"non-native
annual",1,26,3,0,0
2015,April,transect,transect_2,transect_2C,PA,"non-native
annual",1,26,4,0,0
2015,April,transect,transect_2,transect_2C,PA,"non-native
annual",1,26,5,1,0.001
2015,April,transect,transect_2,transect_2C,PA,"non-native
annual",1,26,6,0,0
2015,April,transect,transect_2,transect_2C,SP,"native
perennial",0,27,1,1,0.25
2015,April,transect,transect_2,transect_2C,SP,"native
perennial",0,27,2,1,0.001
2015,April,transect,transect_2,transect_2C,SP,"native
perennial",0,27,3,1,0.01
2015,April,transect,transect_2,transect_2C,SP,"native
perennial",0,27,4,1,0.01
2015,April,transect,transect_2,transect_2C,SP,"native
perennial",0,27,5,1,0.001
2015,April,transect,transect_2,transect_2C,SP,"native
perennial",0,27,6,1,0.01
2015,April,transect,transect_2,transect_2C,SP,"native
perennial",0,28,1,0,0
2015,April,transect,transect_2,transect_2C,SP,"native
perennial",0,28,2,0,0
2015,April,transect,transect_2,transect_2C,SP,"native
perennial",0,28,3,1,0.001
2015,April,transect,transect_2,transect_2C,SP,"native
perennial",0,28,4,0,0
2015,April,transect,transect_2,transect_2C,SP,"native
perennial",0,28,5,1,0.001
2015,April,transect,transect_2,transect_2C,SP,"native
perennial",0,28,6,0,0
2015,April,transect,transect_2,transect_2C,SP,"native
perennial",0,29,1,1,0.001
2015,April,transect,transect_2,transect_2C,SP,"native
perennial",0,29,2,1,0.001
2015,April,transect,transect_2,transect_2C,SP,"native
perennial",0,29,3,0,0
2015,April,transect,transect_2,transect_2C,SP,"native
perennial",0,29,4,0,0
2015,April,transect,transect_2,transect_2C,SP,"native
perennial",0,29,5,1,0.001
2015,April,transect,transect_2,transect_2C,SP,"native
perennial",0,29,6,0,0
2015,April,transect,transect_2,transect_2E,AB,"non-native
annual",1,30,1,0,0
2015,April,transect,transect_2,transect_2E,AB,"non-native
annual",1,30,2,0,0
2015,April,transect,transect_2,transect_2E,AB,"non-native
annual",1,30,3,0,0
2015,April,transect,transect_2,transect_2E,AB,"non-native
annual",1,31,1,1,0.01
2015,April,transect,transect_2,transect_2E,AB,"non-native
annual",1,31,2,0,0
2015,April,transect,transect_2,transect_2E,AB,"non-native
annual",1,31,3,0,0
2015,April,transect,transect_2,transect_2E,AB,"non-native
annual",1,31,4,1,0.01
2015,April,transect,transect_2,transect_2E,AB,"non-native
annual",1,32,1,0,0
2015,April,transect,transect_2,transect_2E,AB,"non-native
annual",1,32,2,0,0
2015,April,transect,transect_2,transect_2E,AB,"non-native
annual",1,32,3,0,0
2015,April,transect,transect_2,transect_2E,AB,"non-native
annual",1,32,4,1,0.01
2015,April,transect,transect_2,transect_2E,AB,"non-native
annual",1,32,5,1,0.001
2015,April,transect,transect_2,transect_2E,SP,"native
perennial",0,33,1,1,0.001
2015,April,transect,transect_2,transect_2E,SP,"native
perennial",0,33,2,1,0.001
2015,April,transect,transect_2,transect_2E,SP,"native
perennial",0,33,3,1,0.001
2015,April,transect,transect_2,transect_2E,SP,"native
perennial",0,33,4,1,0.05
2015,April,transect,transect_2,transect_2E,SP,"native
perennial",0,33,5,1,0.01
2015,April,transect,transect_2,transect_2E,SP,"native
perennial",0,33,6,1,0.05
2015,April,transect,transect_2,transect_2E,SP,"native
perennial",0,34,1,1,0.01
2015,April,transect,transect_2,transect_2E,SP,"native
perennial",0,34,2,1,0.05
2015,April,transect,transect_2,transect_2E,SP,"native
perennial",0,34,3,1,0.01
2015,April,transect,transect_2,transect_2E,SP,"native
perennial",0,34,4,1,0.001
2015,April,transect,transect_2,transect_2E,SP,"native
perennial",0,34,5,1,0.01
2015,April,transect,transect_2,transect_2E,SP,"native
perennial",0,34,6,1,0.01
2015,April,transect,transect_2,transect_2E,SP,"native
perennial",0,35,1,1,0.01
2015,April,transect,transect_2,transect_2E,SP,"native
perennial",0,35,2,1,0.05
2015,April,transect,transect_2,transect_2E,SP,"native
perennial",0,35,3,1,0.05
2015,April,transect,transect_2,transect_2E,SP,"native
perennial",0,35,4,1,0.001
2015,April,transect,transect_2,transect_2E,SP,"native
perennial",0,35,5,1,0.01
2015,April,transect,transect_2,transect_2E,SP,"native
perennial",0,35,6,1,0.001
2015,April,transect,transect_3,transect_3A,AB,"non-native
annual",1,36,1,0,0
2015,April,transect,transect_3,transect_3A,AB,"non-native
annual",1,36,2,0,0
2015,April,transect,transect_3,transect_3A,AB,"non-native
annual",1,36,3,0,0
2015,April,transect,transect_3,transect_3A,AB,"non-native
annual",1,36,4,0,0
2015,April,transect,transect_3,transect_3A,AB,"non-native
annual",1,36,5,0,0
2015,April,transect,transect_3,transect_3A,AB,"non-native
annual",1,36,6,0,0
2015,April,transect,transect_3,transect_3A,AB,"non-native
annual",1,37,1,1,0.05
2015,April,transect,transect_3,transect_3A,AB,"non-native
annual",1,37,2,1,0.001
2015,April,transect,transect_3,transect_3A,AB,"non-native
annual",1,37,3,0,0
2015,April,transect,transect_3,transect_3A,AB,"non-native
annual",1,38,1,1,0.01
2015,April,transect,transect_3,transect_3A,AB,"non-native
annual",1,38,2,1,0.25
2015,April,transect,transect_3,transect_3A,AB,"non-native
annual",1,39,1,1,0.05
2015,April,transect,transect_3,transect_3A,AB,"non-native
annual",1,39,2,0,0
2015,April,transect,transect_3,transect_3A,SP,"native
perennial",0,40,1,1,0.01
2015,April,transect,transect_3,transect_3A,SP,"native
perennial",0,40,2,1,0.001
2015,April,transect,transect_3,transect_3A,SP,"native
perennial",0,40,3,1,0.01
2015,April,transect,transect_3,transect_3A,SP,"native
perennial",0,40,4,1,0.05
2015,April,transect,transect_3,transect_3A,SP,"native
perennial",0,40,5,1,0.01
2015,April,transect,transect_3,transect_3A,SP,"native
perennial",0,40,6,1,0.001
2015,April,transect,transect_3,transect_3A,SP,"native
perennial",0,41,1,1,0.01
2015,April,transect,transect_3,transect_3A,SP,"native
perennial",0,41,2,1,0.001
2015,April,transect,transect_3,transect_3A,SP,"native
perennial",0,41,3,1,0.01
2015,April,transect,transect_3,transect_3A,SP,"native
perennial",0,41,4,1,0.001
2015,April,transect,transect_3,transect_3A,SP,"native
perennial",0,41,5,1,0.01
2015,April,transect,transect_3,transect_3A,SP,"native
perennial",0,41,6,1,0.01
2015,April,transect,transect_3,transect_3A,SP,"native
perennial",0,42,1,1,0.05
2015,April,transect,transect_3,transect_3A,SP,"native
perennial",0,42,2,1,0.05
2015,April,transect,transect_3,transect_3A,SP,"native
perennial",0,42,3,1,0.1
2015,April,transect,transect_3,transect_3A,SP,"native
perennial",0,42,4,1,0.01
2015,April,transect,transect_3,transect_3A,SP,"native
perennial",0,42,5,1,0.1
2015,April,transect,transect_3,transect_3A,SP,"native
perennial",0,42,6,1,0.01
2015,April,transect,transect_3,transect_3C,AB,"non-native
annual",1,43,1,1,0.001
2015,April,transect,transect_3,transect_3C,AB,"non-native
annual",1,43,2,1,0.1
2015,April,transect,transect_3,transect_3C,SP,"native
perennial",0,44,1,1,0.05
2015,April,transect,transect_3,transect_3C,SP,"native
perennial",0,44,2,1,0.001
2015,April,transect,transect_3,transect_3C,SP,"native
perennial",0,44,3,1,0.25
2015,April,transect,transect_3,transect_3C,SP,"native
perennial",0,44,4,1,0.01
2015,April,transect,transect_3,transect_3C,SP,"native
perennial",0,44,5,1,0.05
2015,April,transect,transect_3,transect_3C,SP,"native
perennial",0,44,6,1,0.01
2015,April,transect,transect_3,transect_3C,SP,"native
perennial",0,45,1,1,0.001
2015,April,transect,transect_3,transect_3C,SP,"native
perennial",0,45,2,1,0.001
2015,April,transect,transect_3,transect_3C,SP,"native
perennial",0,45,3,1,0.01
2015,April,transect,transect_3,transect_3C,SP,"native
perennial",0,45,4,1,0.05
2015,April,transect,transect_3,transect_3C,SP,"native
perennial",0,45,5,1,0.01
2015,April,transect,transect_3,transect_3C,SP,"native
perennial",0,45,6,1,0.05
2015,April,transect,transect_3,transect_3C,SP,"native
perennial",0,46,1,1,0.01
2015,April,transect,transect_3,transect_3C,SP,"native
perennial",0,46,2,1,0.01
2015,April,transect,transect_3,transect_3C,SP,"native
perennial",0,46,3,1,0.05
2015,April,transect,transect_3,transect_3C,SP,"native
perennial",0,46,4,1,0.01
2015,April,transect,transect_3,transect_3C,SP,"native
perennial",0,46,5,1,0.01
2015,April,transect,transect_3,transect_3C,SP,"native
perennial",0,46,6,1,0.01
2015,April,transect,transect_3,transect_3E,AB,"non-native
annual",1,47,1,1,0.25
2015,April,transect,transect_3,transect_3E,AB,"non-native
annual",1,47,2,0,0
2015,April,transect,transect_3,transect_3E,AB,"non-native
annual",1,48,1,1,0.01
2015,April,transect,transect_3,transect_3E,AB,"non-native
annual",1,48,2,0,0
2015,April,transect,transect_3,transect_3E,BD,"non-native
annual",1,49,1,1,0.001
2015,April,transect,transect_3,transect_3E,BD,"non-native
annual",1,50,1,1,0.001
2015,April,transect,transect_3,transect_3E,SP,"native
perennial",0,51,1,1,0.01
2015,April,transect,transect_3,transect_3E,SP,"native
perennial",0,51,2,1,0.001
2015,April,transect,transect_3,transect_3E,SP,"native
perennial",0,51,3,1,0.01
2015,April,transect,transect_3,transect_3E,SP,"native
perennial",0,51,4,1,0.001
2015,April,transect,transect_3,transect_3E,SP,"native
perennial",0,51,5,1,0.25
2015,April,transect,transect_3,transect_3E,SP,"native
perennial",0,51,6,1,0.001
2015,April,transect,transect_4,transect_4A,AB,"non-native
annual",1,52,1,1,0.01
2015,April,transect,transect_4,transect_4A,AB,"non-native
annual",1,52,2,1,0.5
2015,April,transect,transect_4,transect_4A,AB,"non-native
annual",1,52,3,1,0.5
2015,April,transect,transect_4,transect_4A,AB,"non-native
annual",1,53,1,0,0
2015,April,transect,transect_4,transect_4A,AB,"non-native
annual",1,53,2,1,0.001
2015,April,transect,transect_4,transect_4A,AB,"non-native
annual",1,53,3,1,0.05
2015,April,transect,transect_4,transect_4A,SP,"native
perennial",0,54,1,1,0.05
2015,April,transect,transect_4,transect_4A,SP,"native
perennial",0,54,2,1,0.001
2015,April,transect,transect_4,transect_4A,SP,"native
perennial",0,54,3,1,0.01
2015,April,transect,transect_4,transect_4A,SP,"native
perennial",0,54,4,1,0.01
2015,April,transect,transect_4,transect_4A,SP,"native
perennial",0,54,5,1,0.05
2015,April,transect,transect_4,transect_4A,SP,"native
perennial",0,54,6,1,0.001
2015,April,transect,transect_4,transect_4A,SP,"native
perennial",0,55,1,1,0.05
2015,April,transect,transect_4,transect_4A,SP,"native
perennial",0,55,2,1,0.001
2015,April,transect,transect_4,transect_4A,SP,"native
perennial",0,55,3,1,0.05
2015,April,transect,transect_4,transect_4A,SP,"native
perennial",0,55,4,1,0.001
2015,April,transect,transect_4,transect_4A,SP,"native
perennial",0,55,5,1,0.001
2015,April,transect,transect_4,transect_4A,SP,"native
perennial",0,55,6,1,0.05
2015,April,transect,transect_4,transect_4A,SP,"native
perennial",0,56,1,1,0.001
2015,April,transect,transect_4,transect_4A,SP,"native
perennial",0,56,2,1,0.001
2015,April,transect,transect_4,transect_4A,SP,"native
perennial",0,56,3,1,0.1
2015,April,transect,transect_4,transect_4A,SP,"native
perennial",0,56,4,1,0.01
2015,April,transect,transect_4,transect_4A,SP,"native
perennial",0,56,5,1,0.01
2015,April,transect,transect_4,transect_4A,SP,"native
perennial",0,56,6,1,0.01
2015,April,transect,transect_4,transect_4C,AB,"non-native
annual",1,57,1,1,0.5
2015,April,transect,transect_4,transect_4C,AB,"non-native
annual",1,58,1,1,0.001
2015,April,transect,transect_4,transect_4C,AB,"non-native
annual",1,58,2,0,0
2015,April,transect,transect_4,transect_4C,AB,"non-native
annual",1,58,3,0,0
2015,April,transect,transect_4,transect_4C,AB,"non-native
annual",1,58,4,1,0.25
2015,April,transect,transect_4,transect_4C,AB,"non-native
annual",1,59,1,1,0.1
2015,April,transect,transect_4,transect_4C,AB,"non-native
annual",1,59,2,1,0.001
2015,April,transect,transect_4,transect_4C,AB,"non-native
annual",1,59,3,1,0.05
2015,April,transect,transect_4,transect_4C,BD,"non-native
annual",1,60,1,1,0.001
2015,April,transect,transect_4,transect_4C,BD,"non-native
annual",1,61,1,1,0.01
2015,April,transect,transect_4,transect_4C,BD,"non-native
annual",1,61,2,0,0
2015,April,transect,transect_4,transect_4C,BD,"non-native
annual",1,62,1,0,0
2015,April,transect,transect_4,transect_4C,SP,"native
perennial",0,63,1,1,0.01
2015,April,transect,transect_4,transect_4C,SP,"native
perennial",0,63,2,1,0.001
2015,April,transect,transect_4,transect_4C,SP,"native
perennial",0,63,3,1,0.001
2015,April,transect,transect_4,transect_4C,SP,"native
perennial",0,63,4,1,0.001
2015,April,transect,transect_4,transect_4C,SP,"native
perennial",0,63,5,1,0.05
2015,April,transect,transect_4,transect_4C,SP,"native
perennial",0,63,6,1,0.001
2015,April,transect,transect_4,transect_4C,SP,"native
perennial",0,64,1,1,0.05
2015,April,transect,transect_4,transect_4C,SP,"native
perennial",0,64,2,1,0.01
2015,April,transect,transect_4,transect_4C,SP,"native
perennial",0,64,3,1,0.01
